# h        omch2      ombh2      ln(10^10*As)    ns    tau
0.73502543 0.15817435 0.02012806 2.61423905 0.94271939 0.24716991
0.62544105 0.05490167 0.01383495 3.35978166 0.97870504 0.11505697
0.79296456 0.13265914 0.02280233 2.14382494 0.94115068 0.14364975
0.60152536 0.14520698 0.01921573 2.38904044 1.00701414 0.23026472
0.75905664 0.16409930 0.02482692 2.48112441 1.08834764 0.22285598
0.79755816 0.05362271 0.02618977 3.56747570 0.98797601 0.03554601
0.71222510 0.11452758 0.01618243 2.59197761 1.04620289 0.11658649
0.60488944 0.17820842 0.02622309 2.71339809 0.82312698 0.13007605
0.68304381 0.14136599 0.02128509 2.17948407 0.98312567 0.14980289
0.74463458 0.13855907 0.01159153 2.54874248 1.08397943 0.03401051
0.69477209 0.07230398 0.01782475 3.07617652 0.90574422 0.11537349
0.72620508 0.13062100 0.02885368 3.55877957 0.87367455 0.09933994
0.70628363 0.17403508 0.02027701 3.18226735 0.89440061 0.17421533
0.78854504 0.08067436 0.02961743 3.49427469 1.02042297 0.20360892
0.75092534 0.14267419 0.01949513 3.40664122 1.04528597 0.22042096
0.69840002 0.08694458 0.02789264 2.70933908 0.91055233 0.05566190
0.61437721 0.15441942 0.02671604 3.32207701 1.02491486 0.21443314
0.76054105 0.19901777 0.02287510 2.44559385 1.07245610 0.07139424
0.76893194 0.14229158 0.01320125 3.73927436 0.99332509 0.23614068
0.72255237 0.13795048 0.02101235 2.34383784 1.05449116 0.07631177
0.67270413 0.06756295 0.02574446 2.63670482 0.89944526 0.08621045
0.61320720 0.10429372 0.02692484 3.96830274 0.98372286 0.23583819
0.60280240 0.10049785 0.02064304 2.74858526 0.83556744 0.02535186
0.71743633 0.15389083 0.01468381 3.97462011 0.82369376 0.21952612
0.71063564 0.19639800 0.01826179 2.04824755 0.97942944 0.10311931
0.77398037 0.19322033 0.01745539 2.21278342 0.89814954 0.05158782
0.67116095 0.12648862 0.02364684 3.10911601 1.09418534 0.14528080
0.65803124 0.09781456 0.01862417 2.33747986 0.89385990 0.19116644
0.64665602 0.18139844 0.02985004 3.02054148 1.09696244 0.16028030
0.73716528 0.05437680 0.02471828 2.01893839 0.90202380 0.06997295
0.65496475 0.09246721 0.01056045 3.14369085 0.87497070 0.06455556
0.62959687 0.16872078 0.01890436 3.00162232 0.85419158 0.12909202
0.70212315 0.13942036 0.02107584 3.16913913 0.87743406 0.24997026
0.75820984 0.12043462 0.02810170 3.23277731 0.96861706 0.06137295
0.78148558 0.05078566 0.01214253 3.74380055 0.81602093 0.14604359
0.73249708 0.15857975 0.01434748 3.62520763 0.88712438 0.20733843
0.64535140 0.14284449 0.02200976 3.43316973 0.83911749 0.13698788
0.65184082 0.18069703 0.02760801 2.25768689 1.05388715 0.02395186
0.73025288 0.16120682 0.02118846 2.12429366 0.97242844 0.07012770
0.67202506 0.06198762 0.01050705 3.69089479 1.09168373 0.21831870
0.72464317 0.16707608 0.02402632 3.07239683 0.93891633 0.24572823
0.67125833 0.14762747 0.01012780 2.90360631 0.94925867 0.10445465
0.66291405 0.08775709 0.02604718 2.99168800 1.02729469 0.23481028
0.79018875 0.19000079 0.01373121 3.72336294 0.94375789 0.20304308
0.74590148 0.06815017 0.02932715 3.21900653 1.00275631 0.21293059
0.76644942 0.15553974 0.01567224 2.81766817 0.92984563 0.02911395
0.76108905 0.12085651 0.01554535 2.43318009 1.04423462 0.14151568
0.71591746 0.13393420 0.01510014 2.92784201 0.93707883 0.03344469
0.69105347 0.07602683 0.01992147 2.12108335 1.07957996 0.15631352
0.61947465 0.05819555 0.01416305 2.97495818 0.91667907 0.08309536
0.65106674 0.09458355 0.01937034 3.61389009 0.88796330 0.03959218
0.79508626 0.11723368 0.02518151 2.90758582 1.02162472 0.10223813
0.75435986 0.06881587 0.01084957 2.38378689 0.80899125 0.05110777
0.61286867 0.12453135 0.01810899 2.71659625 0.98716895 0.12666444
0.77943296 0.16072616 0.01019026 3.22865489 0.95278146 0.13086306
0.63948939 0.16500810 0.01985087 3.43603126 0.95981895 0.18313450
0.75562089 0.09204417 0.02920728 2.61001483 0.83397235 0.01678420
0.71512050 0.05598862 0.02050129 3.92794308 0.91031607 0.18490734
0.67872596 0.16526842 0.01600333 2.80663384 0.85298769 0.24286488
0.74601194 0.05974420 0.01599179 3.54966513 1.09140765 0.18005564
0.78927881 0.16914647 0.02170730 3.45582715 0.87318582 0.01423158
0.62386873 0.11537954 0.02490876 2.18383930 0.98234112 0.03037395
0.74264732 0.05541185 0.01169510 2.27220598 1.05586429 0.12322110
0.65869761 0.13519291 0.02562341 3.78449806 1.06913014 0.02023243
0.62740353 0.07993476 0.01474140 3.36327781 1.06945534 0.09841993
0.77115734 0.16815141 0.01996503 2.21728398 1.06200960 0.08717126
0.75511374 0.08531226 0.02556377 3.06577018 0.87116281 0.17796760
0.76140610 0.11217462 0.02437841 3.70404566 0.85644789 0.10373762
0.79622779 0.17603419 0.02363517 3.81452607 0.84948879 0.07337527
0.63616279 0.19960055 0.02719838 3.13502363 1.03074585 0.08970438
0.67384726 0.07352654 0.01550135 3.33254640 1.05682685 0.01476217
0.66014863 0.12926713 0.01053772 2.06609955 0.85932625 0.03869420
0.62448122 0.06587118 0.02580954 3.60596213 0.99535311 0.10177577
0.66171701 0.09267024 0.01764861 2.19085326 0.84773811 0.02294399
0.74101015 0.14706164 0.01226910 2.78244869 0.81952066 0.06517629
0.63221903 0.12422390 0.01349318 2.54392672 0.93666811 0.20631783
0.64377055 0.14922961 0.01839869 3.57669039 0.82067175 0.01383500
0.71024102 0.06074804 0.02506370 2.55485805 1.09513851 0.23826072
0.70113262 0.09812055 0.02875885 3.42714448 1.00918994 0.08810857
0.62814600 0.17044946 0.02139112 3.80085800 1.07011756 0.01883939
0.74898881 0.10181269 0.02683244 2.57262519 0.89971992 0.02476130
0.78080354 0.05790271 0.01926210 2.49177808 1.08359626 0.06320789
0.75023621 0.06464523 0.02711812 3.14632400 1.05811972 0.04447501
0.75476026 0.15130165 0.02909216 3.16648218 0.96491736 0.08836042
0.79791744 0.08550357 0.02144484 3.69439746 0.91614142 0.08922748
0.77685951 0.07944310 0.01876365 3.79905784 0.81555111 0.16113343
0.66911975 0.16830557 0.01930648 3.39569458 1.04918049 0.04198046
0.70975564 0.17187959 0.01263570 3.47483272 1.04262321 0.23173829
0.79413090 0.11052769 0.01967267 3.73545137 0.90060512 0.04300475
0.69006415 0.13019629 0.02359179 2.82275792 0.84238514 0.10929888
0.68686623 0.14102000 0.01089458 2.35246255 1.09561526 0.02334583
0.61025994 0.06414400 0.01117349 3.57221667 1.02781328 0.22466973
0.61774679 0.08571512 0.02109455 2.88576851 1.09860792 0.22760978
0.63178801 0.06331147 0.01098758 2.46498599 0.91986493 0.16199151
0.70742654 0.07381521 0.02805147 2.73871096 0.89340631 0.04095588
0.73799078 0.05864903 0.01301013 2.44296131 1.02653795 0.20918508
0.78539414 0.19608430 0.01958760 3.03588936 0.84355305 0.14236825
0.72938250 0.16330216 0.01106340 3.64211638 0.87879008 0.07804783
0.68374894 0.08830905 0.01292469 3.86938277 0.87577116 0.07197468
0.65720904 0.05883150 0.01693089 2.78592144 0.81878726 0.11991158
0.68060461 0.15013763 0.02183905 2.23251706 1.06817050 0.15171789
0.74552967 0.05679418 0.01078720 2.66003326 0.82754313 0.20948819
0.70910854 0.06682225 0.01279546 2.93670423 1.00150351 0.05303528
0.60727149 0.15695589 0.02727924 2.89171631 0.88368650 0.18980747
0.60548231 0.15183660 0.02087822 3.26286313 0.85538442 0.15444322
0.78884208 0.17321157 0.02324968 3.83444792 0.88570880 0.12278958
0.68945604 0.17538062 0.01456003 3.40011947 0.99053799 0.16883066
0.75946767 0.07566999 0.01633573 3.89670502 1.07443892 0.11825330
0.65979797 0.10595452 0.02628848 3.03857657 0.85779101 0.03674167
0.64168073 0.18965096 0.02893439 3.35577312 0.93303206 0.15796283
0.62963619 0.11827613 0.01815446 2.01304641 0.90750375 0.10530086
0.78205491 0.10672732 0.01751165 2.34581189 0.93610280 0.18356298
0.69942148 0.17266910 0.01952053 3.08152414 0.99973581 0.01986960
0.72514149 0.08200945 0.02304203 3.22677389 1.07990284 0.22838475
0.78804438 0.10489890 0.02329558 2.67222774 0.96229187 0.19038702
0.79118812 0.15883854 0.01821703 2.51504982 1.08770291 0.09690126
0.72811796 0.14555872 0.02486107 2.98486267 1.02565508 0.13135528
0.73453951 0.18091277 0.01134981 3.38549977 1.04880600 0.09442657
0.76008459 0.11078312 0.02297945 2.17456888 0.90687190 0.16419602
0.65431438 0.11703245 0.01723574 2.75652070 1.07305995 0.15666800
0.60075180 0.18761360 0.02632346 3.12161036 1.01163982 0.21189221
0.69329011 0.09369858 0.01790055 3.49000057 0.89625033 0.09162214
0.73627558 0.14188708 0.01248739 3.11234566 0.85010227 0.21653695
0.73344041 0.14731436 0.02861957 3.04323796 1.01906728 0.20236348
0.63299973 0.18829443 0.02771147 3.51307058 0.93027935 0.05339247
0.77557774 0.12963049 0.02978659 3.12485544 1.06068299 0.01219562
0.75720494 0.18843092 0.01899450 3.76974875 0.96037574 0.06249889
0.61807543 0.19798285 0.01345709 2.26637863 1.04128883 0.03895848
0.79560974 0.08145576 0.01466870 3.63800214 0.88958007 0.24365957
0.77306921 0.06838088 0.02639811 3.33192849 0.89520395 0.23444331
0.68883793 0.06596793 0.02250499 2.99874723 1.01387264 0.04529043
0.71835817 0.06257175 0.02097207 2.05201800 0.93158013 0.04687899
0.77850825 0.15594413 0.02253810 3.02970003 0.95806750 0.05538787
0.63005370 0.12408011 0.01092050 3.01096856 0.91325308 0.06895835
0.65540649 0.06712452 0.01934834 2.20856613 0.98074605 0.02154204
0.67559412 0.15211917 0.01259244 2.33506998 0.92129375 0.20779222
0.79714148 0.18141643 0.01192547 3.46365327 0.90291776 0.23683372
0.74390345 0.07722664 0.02205917 2.72323008 1.07389146 0.22574226
0.65603642 0.11121677 0.02833646 2.50987884 0.81118229 0.23784341
0.61484938 0.18211710 0.02115874 3.41038779 0.91518605 0.06094739
0.70050181 0.17963279 0.01393748 2.46244571 1.03411071 0.08770411
0.62087855 0.12715532 0.02155004 2.65562162 0.96275069 0.15998478
0.67282695 0.18906379 0.01754399 3.83691758 0.83306696 0.01070595
0.60655480 0.13182725 0.02539972 3.75478905 0.98960829 0.17262296
0.62711516 0.17376723 0.02531710 3.41898501 0.87985164 0.05395063
0.69372930 0.10889208 0.01356108 3.87385547 0.80358943 0.01174946
0.74435065 0.05773521 0.01883273 2.69443193 1.00948851 0.21906215
0.61853528 0.15653179 0.01775679 2.64588276 1.00678759 0.07599278
0.73867086 0.16767335 0.02163362 2.35668498 0.83484120 0.20522232
0.66406397 0.12357470 0.01423502 2.86520342 0.97907122 0.17564669
0.77339543 0.07741250 0.02192727 3.67675327 0.94400199 0.03168307
0.68016141 0.06892919 0.02427739 3.84741022 0.99750810 0.23544537
0.78497487 0.16749373 0.02441554 3.27840186 0.93241408 0.05065894
0.69406493 0.19446718 0.02231435 2.32073974 1.07171242 0.12814562
0.63879857 0.06286943 0.01854890 2.11516605 1.00562485 0.23714039
0.66477972 0.08027439 0.02449967 3.13054278 0.88276135 0.12167092
0.75278586 0.13145239 0.02477507 3.02517445 1.03693146 0.02069622
0.68846128 0.18313080 0.01044788 3.64937084 0.90942792 0.12204829
0.71241765 0.13657377 0.02523829 2.19452490 0.96815537 0.15473838
0.67726912 0.18562553 0.02215932 2.20138146 0.82516226 0.13322693
0.61089240 0.12220291 0.01486437 3.38260238 1.01049969 0.13279471
0.69650349 0.13688416 0.02660078 3.34553599 0.80253589 0.05505080
0.70508145 0.07699197 0.01201415 2.62244087 1.06455940 0.06950463
0.65929047 0.17590670 0.02311182 3.72561569 1.06731365 0.10488789
0.61616318 0.14962880 0.01030649 3.67072933 0.80111832 0.01939668
0.66066475 0.18644879 0.02348817 2.95283124 0.94299925 0.23932183
0.61079957 0.05317295 0.01727542 2.09869024 1.03544570 0.17891648
0.66343735 0.13565285 0.02420777 2.16501796 0.80052595 0.05902233
0.72597198 0.08640640 0.01145924 3.08907229 1.08862476 0.06364206
0.68320000 0.14571475 0.01183832 2.02380580 0.98726059 0.03830637
0.75610991 0.10456915 0.01589273 2.38774763 0.86834804 0.15863688
0.65379543 0.19768184 0.01679202 2.03354723 0.80384566 0.21040888
0.73549227 0.06788414 0.01615996 2.76603013 1.02546190 0.23305893
0.60694252 0.16234491 0.01414451 3.13608820 0.81626665 0.22107027
0.73756377 0.12577391 0.01704150 2.75472636 0.83750247 0.20412475
0.76351685 0.14439443 0.02919024 3.39982084 0.95188726 0.23200343
0.73289770 0.19027450 0.01542554 2.47719766 0.85630836 0.05003558
0.69058221 0.16006171 0.02392471 2.68938719 1.02337073 0.19651366
0.64157139 0.10773998 0.02293198 2.24772447 1.08299193 0.03628006
0.63645922 0.08869024 0.01688418 3.30532848 0.92445445 0.14559202
0.62156071 0.07097976 0.01150259 2.13535498 0.85729126 0.19192933
0.71621954 0.09605011 0.01218941 3.71235941 0.94183632 0.09109421
0.61973003 0.12692089 0.01610767 3.90193928 1.03492010 0.07311093
0.67434640 0.06949209 0.02571297 2.96087237 0.83109774 0.15323539
0.77659671 0.12985380 0.01498066 3.31377966 0.86924005 0.19301775
0.62402915 0.09410161 0.02445007 2.84724858 0.96411181 0.13148866
0.68564242 0.10913505 0.01732456 3.61184266 1.04668859 0.17921690
0.79473828 0.13935156 0.01032229 2.79242563 0.84433060 0.02139834
0.77259961 0.17567377 0.01494298 2.29428018 0.93122785 0.11770908
0.67442080 0.18391124 0.01361262 2.89502518 1.04237705 0.03998232
0.66278220 0.17483453 0.02941541 3.63047070 0.94781615 0.08912760
0.78618328 0.09520476 0.02527147 3.37098380 0.92418904 0.22546060
0.79326150 0.07889355 0.02707584 2.87323627 1.08984627 0.15256739
0.70878600 0.15057537 0.01629441 3.06942280 1.03335254 0.06598516
0.77463169 0.19567088 0.01255592 3.85453715 0.95670456 0.06803491
0.63419429 0.18697923 0.01743193 3.37400439 1.04071861 0.24212846
0.61684316 0.19514820 0.02270895 2.43623815 0.84184548 0.05835347
0.64502048 0.13108216 0.02801693 2.01074148 1.01846529 0.06682858
0.66984930 0.14882780 0.01777946 2.95964196 0.96342044 0.12662872
0.78685545 0.06124736 0.02590478 2.43109446 1.03008515 0.10836464
0.72977888 0.08461275 0.02209685 3.27156196 0.92743478 0.09740395
0.63275639 0.06300384 0.01355470 2.18776025 1.07795654 0.13668528
0.75975241 0.10236455 0.01534206 3.97606124 0.88162904 0.05669574
0.67164691 0.14802004 0.02551259 3.98288726 0.88641979 0.04373766
0.67626028 0.14373938 0.02126529 3.69717611 0.83679587 0.11439898
0.75200204 0.07844480 0.01525726 2.62655319 0.81481013 0.16603773
0.64577495 0.17941154 0.02246389 3.83017049 0.96623754 0.18049650
0.73894074 0.15626711 0.02992996 2.92047417 0.82531373 0.17487765
0.60169011 0.13539899 0.02647944 3.49722636 1.05091949 0.16832852
0.76424749 0.05910484 0.02457758 2.34939973 0.91132597 0.22733919
0.71969168 0.18502758 0.01379204 2.60614061 0.93427325 0.12590567
0.78787168 0.07645697 0.02595868 3.91421082 0.84881644 0.21562484
0.73417106 0.07413863 0.01244985 2.58518599 0.86085660 0.15719677
0.78344106 0.11488648 0.01284218 3.18934155 1.00514331 0.24772297
0.77018956 0.19668064 0.01841347 3.50415717 0.81057982 0.12134128
0.72011507 0.14845473 0.01894144 3.58557895 1.08121711 0.21001393
0.77817673 0.12005848 0.01444160 2.74722369 1.03244247 0.02778350
0.75189979 0.05187529 0.02848280 3.71655750 1.06373196 0.12337121
0.71849099 0.19689334 0.02369123 2.41866372 0.84738172 0.10978406
0.73126313 0.15256782 0.01947415 3.98510562 0.82112068 0.16780450
0.60452255 0.08055437 0.02258926 3.42900333 0.87052174 0.14757852
0.71953262 0.10875945 0.02455194 2.53994707 0.96608487 0.13956462
0.60873786 0.09573604 0.01152345 2.64972150 0.99729305 0.24038412
0.70394080 0.07764531 0.02814620 2.50531257 0.84478590 0.19087636
0.64261214 0.09716027 0.02611516 3.87610522 0.94556336 0.09634678
0.60351227 0.17442417 0.02405343 2.91562750 1.07637914 0.13963744
0.69963167 0.05623078 0.02321095 3.28825781 0.90159019 0.18603241
0.66580841 0.05532122 0.01673949 2.16161115 0.98451624 0.14709001
0.67702955 0.16465595 0.02375250 3.20036923 0.97593124 0.13491512
0.77426637 0.18264444 0.01123234 2.82805208 0.81854500 0.04902954
0.77196560 0.07440077 0.01283347 2.50326981 0.84106759 0.08466260
0.73047474 0.10653325 0.02567232 2.98051141 1.06820900 0.19428209
0.70332345 0.19283767 0.01313187 3.95906418 0.93550568 0.15101625
0.63498229 0.14620809 0.02173277 3.75036615 0.80921881 0.15366113
0.76575025 0.07870464 0.02698406 3.53111153 1.04976036 0.01500364
0.61722953 0.11750155 0.01402812 3.47161520 0.85848440 0.20139683
0.65561727 0.16434690 0.01308231 2.68445011 0.86328100 0.16546403
0.70415410 0.09963882 0.02141141 3.53984845 1.08231396 0.13568137
0.71794369 0.07337324 0.02950711 3.28439801 0.89038329 0.04155953
0.70651163 0.18941410 0.02383620 3.47872972 0.84021670 0.17148873
0.62594761 0.07481383 0.01023951 3.32752364 0.95493482 0.04596214
0.64030670 0.14408614 0.02431694 3.65407356 0.91241168 0.09347228
0.60829633 0.06091209 0.01290471 2.36230055 0.86474543 0.21702836
0.67822533 0.15425630 0.02881964 2.81445152 0.97523751 0.13617368
0.66829911 0.09087223 0.02461404 3.84305034 0.92886633 0.04824410
0.66785582 0.09051000 0.02541047 3.26592245 0.88874143 0.19501523
0.69917378 0.07136358 0.01784906 2.55940317 0.95321418 0.08218133
0.66532307 0.16069064 0.02855194 3.70157558 0.86841515 0.11373775
0.69227055 0.18499478 0.02775021 2.00450037 0.95100822 0.22666622
0.76706992 0.11013058 0.01452770 3.31198758 0.80220012 0.04972689
0.70704860 0.16021977 0.01917267 2.04226746 0.94702031 0.21598970
0.76992900 0.18000412 0.01818113 3.50895718 0.86601317 0.09266686
0.75719000 0.19257986 0.01869220 3.09359873 0.95616170 0.23885649
0.68122426 0.19227634 0.01661820 3.28056311 1.00384951 0.23408438
0.65352020 0.11646668 0.02614670 2.53523560 0.96784300 0.10655723
0.60976933 0.13291594 0.02335199 2.15488484 0.81729319 0.01733722
0.75552830 0.19156075 0.02827189 2.06954847 0.86207839 0.02934979
0.61913365 0.19853903 0.02714964 2.94670810 0.87009789 0.02843062
0.72858183 0.18770413 0.02856788 2.07708011 0.93818518 0.09993840
0.71311628 0.17741613 0.02265645 2.56136549 1.04771770 0.05880088
0.76193286 0.16581690 0.01517851 3.06319379 0.91173049 0.13455763
0.66488429 0.12285411 0.02733775 2.25544992 1.07236568 0.07419171
0.68793275 0.12486473 0.01592457 2.29034910 0.80733008 0.21143505
0.78754574 0.11625944 0.02787911 3.24060991 0.88932176 0.03468940
0.75395192 0.18539993 0.01703661 2.61867498 0.86500044 0.09904408
0.74748765 0.13198225 0.02967875 2.93458556 1.05905308 0.11739853
0.74056470 0.16138928 0.01067612 3.34914873 1.03623941 0.21311548
0.76745812 0.07922758 0.01546154 3.22120212 1.01705237 0.15544996
0.74941228 0.14814094 0.02533134 3.68395482 0.97021370 0.24693459
0.67965864 0.08617021 0.01330205 3.94827443 1.02821254 0.22351694
0.65441898 0.17271540 0.01831425 2.51890547 1.01255140 0.15891127
0.71648242 0.10753071 0.01756807 2.13786026 1.01803852 0.23335170
0.74692172 0.15303495 0.02831858 2.93133158 0.97210185 0.15775320
0.76309016 0.17913391 0.02413585 3.05216229 0.89260993 0.11896130
0.60625756 0.11154969 0.02000776 2.87124513 0.84002397 0.11169841
0.65652723 0.08915590 0.01867140 2.24256998 1.09797155 0.12506683
0.73999083 0.07296125 0.02185969 2.28715684 0.84627581 0.12863581
0.68233964 0.08498515 0.02954646 3.23941512 1.09398578 0.13349308
