# h        omch2      ombh2      ln(10^10*As)    ns    tau
0.66914478 0.09805909 0.02851520 2.52612710 0.80433282 0.14475121
0.75416518 0.12844585 0.01710997 3.24148181 1.02699265 0.06907254
0.72067704 0.05543618 0.02101638 2.36347659 0.97413565 0.09413316
0.60596609 0.18045302 0.01460848 3.90010507 0.90148297 0.22844976
0.63672408 0.06920446 0.01991562 3.60413877 0.93276404 0.17723633
0.73971017 0.19480521 0.02570926 2.13197820 1.01011107 0.01268073
0.78591177 0.12237418 0.01242908 3.25421715 1.06997402 0.10411364
0.68760402 0.15100115 0.02319609 2.97836087 0.84263354 0.20956257
0.69871994 0.11749230 0.01676455 3.75835661 0.95381892 0.01875740
0.77776194 0.14655842 0.02761032 2.47366601 0.87648102 0.18429427
0.74739575 0.07368836 0.01432952 3.10008441 0.82391484 0.21938014
0.62616930 0.19972831 0.02004566 2.63669811 1.05126446 0.11491238
0.60770396 0.05112622 0.02535277 2.86809124 1.08327552 0.05925493
0.71565526 0.17541090 0.01902240 3.39591589 0.86062484 0.13395254
0.75872270 0.10313323 0.02292941 2.02160188 0.92019267 0.22237313
0.66796806 0.13278788 0.01144546 3.74570031 0.99285449 0.08707516
0.65162771 0.08679070 0.02490237 3.37234360 0.90634785 0.12390243
0.77480730 0.18663054 0.01072249 2.89136395 0.97901197 0.19914194
0.70069411 0.10949173 0.02744049 3.51924707 1.04130577 0.17452787
0.62282397 0.15454525 0.01818469 2.24824358 0.81865740 0.03977200
0.64186321 0.09455358 0.01350280 2.26284002 0.84713222 0.07433707
0.73144599 0.14136294 0.02212236 3.96937560 1.07448413 0.23886309
0.79327264 0.06364949 0.01602817 2.59750289 1.02391150 0.14746702
0.68336820 0.16290137 0.02959670 3.13898412 0.94657592 0.04198863
0.68684910 0.08821978 0.02083371 3.70196274 1.09309898 0.03302118
0.78984130 0.13840028 0.01479143 2.03445917 0.86576110 0.16767942
0.73582947 0.06550951 0.02838593 3.40648447 0.92798366 0.20365129
0.63752781 0.17047629 0.01723890 2.82591019 1.00533328 0.12830479
0.61926980 0.08045418 0.01193299 2.68620718 0.96042000 0.04498383
0.70429631 0.18366116 0.02369184 3.08121885 0.88776934 0.15056006
0.77059473 0.11136763 0.01947354 2.45348831 0.83727252 0.23810931
0.65588988 0.16213204 0.02615159 3.81039876 1.05993437 0.07369007
0.66514707 0.05754328 0.01773374 3.18264133 0.84173992 0.10811522
0.76149559 0.17845625 0.02664140 2.58447369 1.06440403 0.21259272
0.71373686 0.10133815 0.01023469 3.95894028 1.01176260 0.18873328
0.60957279 0.12527733 0.02414013 2.30512381 0.93911422 0.02321551
0.62881935 0.12389319 0.02882082 2.19862411 0.89538886 0.09013160
0.74469607 0.14959275 0.01555402 3.53797172 0.97274074 0.22541963
0.77975360 0.07189515 0.02133451 2.91170590 1.03237924 0.13325430
0.69668023 0.19222477 0.01304062 3.32037416 0.80504364 0.05853779
0.69198824 0.07692843 0.02692059 2.41532096 0.99152369 0.23340592
0.78157711 0.19652533 0.01870424 3.81719958 0.91418094 0.09901163
0.74319033 0.11956058 0.02448533 2.69505219 0.86125327 0.06278318
0.63329200 0.14452744 0.01113981 3.04125146 1.08859802 0.13839351
0.60175274 0.10578978 0.01582047 3.46208067 1.04561208 0.20834738
0.72493842 0.13016869 0.02980466 2.80144401 0.82295711 0.10297594
0.75061180 0.05261071 0.01339734 3.67954078 0.88289530 0.01522918
0.67274777 0.17396343 0.02222749 2.08825529 0.95555283 0.17985331
0.65778625 0.10628886 0.01380963 2.96533537 0.94405234 0.15849526
0.76573146 0.15778542 0.02056519 3.29787805 1.01671217 0.05392958
0.70859768 0.08475961 0.01634752 2.17426594 1.07864391 0.07786982
0.61783692 0.18869872 0.02802762 3.59370739 0.85599124 0.24329952
0.64880223 0.06103012 0.02272172 3.91883341 0.80946907 0.16349961
0.72783814 0.16555775 0.01165340 2.31386082 1.03681612 0.02783101
0.79727072 0.09310629 0.02524732 3.18951630 0.98661442 0.12036966
0.67603816 0.14284761 0.01912751 2.54647300 0.90927397 0.19470548
0.67529898 0.07018006 0.02282581 3.04783177 0.96728989 0.05540587
0.79820706 0.19389369 0.01154937 2.71629665 0.88994486 0.13076348
0.72702589 0.12101405 0.02545638 3.84183089 0.83037289 0.22603222
0.64942116 0.15244368 0.01891848 2.42535012 1.05771535 0.09139261
0.61865571 0.09728489 0.01423782 2.06308182 1.09557433 0.02283361
0.70797309 0.12930244 0.02013705 3.66906197 0.87291709 0.18724153
0.76647708 0.05699773 0.01685626 2.79532862 0.92547854 0.21596265
0.65684415 0.17895556 0.02751890 3.44133261 0.99813380 0.11036798
0.67199758 0.11538012 0.01597582 3.56758037 0.90226103 0.07026178
0.75155542 0.15807303 0.02964935 2.16475618 0.97491398 0.23591492
0.72411505 0.08096154 0.01355513 3.29273195 1.02548189 0.15088360
0.60237887 0.18312594 0.02206973 2.94363399 0.80282234 0.04653394
0.63410884 0.06719098 0.02737563 2.55206876 0.84421756 0.12775057
0.74256988 0.16876689 0.01824924 3.21175985 1.07155773 0.20233191
0.78232087 0.09106273 0.02496722 2.33949146 1.00925979 0.17086970
0.69105038 0.13551087 0.01065795 3.92787826 0.93191244 0.03545363
0.69606317 0.09614146 0.02922519 2.83543581 1.05277494 0.19625560
0.78056791 0.13985747 0.01514967 3.43259588 0.82542560 0.12069320
0.74376170 0.06288559 0.02186829 2.05620716 0.87570269 0.02563662
0.62956030 0.16372935 0.01250689 3.70706295 0.95304086 0.16007132
0.61051360 0.08544087 0.01781280 3.78820111 0.99370608 0.24573198
0.71299014 0.18804446 0.02656237 2.44784595 0.92104395 0.08106010
0.76211919 0.11049366 0.01046757 3.07218963 0.85904113 0.05261021
0.66432710 0.15362572 0.02390731 2.66056070 1.08169150 0.15794103
0.65526171 0.05196450 0.01236422 2.28389546 0.81663422 0.18111433
0.77141624 0.17465502 0.02326064 3.95234460 1.03928232 0.01584176
0.70335092 0.10161746 0.01998045 2.57449092 0.97942410 0.10048513
0.62001805 0.13436773 0.02564472 3.15796389 0.90675970 0.20521547
0.63846677 0.11656246 0.02096404 3.33089911 0.94623702 0.14064627
0.73508700 0.14755234 0.01466113 2.93683301 1.02357291 0.06615311
0.79046295 0.07511258 0.02856753 3.55873517 1.07643405 0.09751988
0.68603327 0.19838648 0.01705734 2.20472341 0.84908245 0.23302401
0.68399582 0.12304576 0.01329374 2.64183634 1.00499438 0.21199182
0.79245077 0.15037610 0.02233140 3.12180940 0.92764506 0.10730804
0.73239116 0.07338345 0.01592408 2.49981568 0.86771102 0.01136547
0.64111456 0.19065407 0.02970074 3.76785945 1.09504920 0.17667890
0.62188456 0.05844565 0.02439363 3.72009184 1.05791118 0.23000308
0.70143631 0.17747148 0.01123120 2.01254965 0.83524908 0.09445258
0.77418534 0.09990478 0.02701230 3.39031178 0.88818146 0.06687403
0.65244304 0.12664662 0.01861282 2.84587082 0.96083186 0.14132613
0.66858543 0.07889378 0.02519498 2.22358915 0.93996580 0.16690153
0.75790889 0.18515748 0.01918016 3.50922626 1.01261389 0.03239097
0.71659008 0.11214068 0.02277405 2.88479103 1.06282031 0.11627972
0.60696327 0.16127660 0.01160077 3.35107698 0.84015591 0.19177195
0.62522870 0.08957877 0.01628266 3.14510642 0.80655413 0.15485174
0.74814286 0.13695890 0.02809217 2.61822830 1.03388999 0.04959657
0.77713889 0.06453505 0.01387448 3.99452546 0.97196242 0.08173261
0.69954028 0.17138667 0.02050065 2.27332669 0.89461079 0.24647485
0.68835376 0.05960705 0.01938184 3.49094867 1.09018203 0.04161084
0.78496788 0.16689843 0.02624298 2.77660057 0.86283699 0.14597207
0.74053322 0.09403498 0.01202471 3.64871637 0.91332965 0.24222982
0.63609745 0.14185483 0.02360043 2.11504762 0.99067210 0.07659395
0.60514870 0.10780348 0.02828233 2.38168891 0.95633090 0.03663596
0.72129712 0.15620671 0.01734280 3.85485608 0.88367363 0.17204025
0.75342120 0.08392248 0.02093733 2.72672773 0.82144636 0.19975773
0.67008223 0.18945345 0.01468751 3.00554373 1.04410159 0.12515932
0.66044331 0.10478671 0.02126965 3.87836542 0.85404102 0.08651774
0.76292597 0.13108937 0.01310518 2.35835326 1.07669399 0.22105788
0.71223220 0.05396168 0.02888566 3.23193402 1.01705077 0.13714694
0.61444620 0.17254837 0.01548948 2.50002308 0.94439123 0.06168418
0.64599288 0.07769347 0.01018235 2.98736744 0.90886211 0.11148729
0.73050373 0.19569620 0.02419278 3.27987055 0.98620230 0.21718163
0.79387471 0.11797156 0.01778607 2.15418372 1.03883957 0.18461368
0.67967941 0.14603406 0.02658876 3.60975754 0.81149225 0.02031072
0.68008898 0.10056811 0.01828839 2.37100919 0.92911900 0.12976371
0.79635633 0.12597356 0.02733643 3.89691074 1.00178080 0.20406921
0.72848398 0.05765328 0.01093126 2.52061439 1.09181747 0.16913554
0.64501997 0.17827244 0.02469388 3.24278977 0.86916677 0.03343822
0.61329169 0.07141951 0.02937577 3.26127481 0.83379332 0.07223297
0.71003085 0.19262660 0.01624935 2.97466109 1.06114292 0.23769323
0.76559224 0.12488123 0.02203077 3.59909718 0.96404544 0.14910212
0.66103753 0.14853089 0.01359406 2.13378780 0.88670753 0.04456494
0.67093006 0.06620545 0.02017620 2.76379710 1.01524137 0.02461487
0.75556593 0.16970653 0.01419862 3.47231583 0.93790581 0.18921075
0.71893448 0.08803569 0.02779221 2.09455476 0.83811434 0.21399121
0.60462026 0.13851056 0.01658292 3.63801920 1.06546627 0.10858990
0.63538435 0.11176974 0.01127579 3.87330094 1.03124405 0.05714027
0.73798592 0.16165612 0.02309934 2.39430440 0.80859569 0.13277864
0.78729421 0.07939261 0.01887952 3.01629920 0.89667079 0.22401930
0.68938319 0.18464892 0.02549532 2.74727889 0.96933493 0.08965511
0.69694687 0.08428368 0.01438780 3.52776863 0.86487867 0.13889755
0.77637339 0.18910084 0.02123734 2.23624207 1.08753624 0.06415232
0.74912609 0.10727664 0.01701814 3.36192805 0.98804445 0.09951834
0.62750291 0.15672383 0.02860668 2.90537771 0.91538952 0.23477603
0.60905588 0.09233653 0.02329958 2.60551899 0.88161376 0.17934746
0.71739171 0.14354355 0.01232526 3.12650767 0.95895853 0.01385819
0.75732805 0.06114043 0.02591825 2.25292609 1.04674739 0.10247105
0.66617667 0.16537363 0.01970688 3.98386048 0.81940467 0.20697911
0.65028799 0.11996241 0.02628903 3.10317384 1.07992588 0.24374581
0.77308305 0.14405179 0.01808611 2.62903009 0.85258539 0.07929671
0.70207655 0.07586655 0.02386811 3.75715736 0.94291718 0.05437685
0.62460314 0.19751339 0.01050672 2.47931796 1.02026419 0.15992482
0.64364848 0.05330694 0.01518860 2.02516242 0.98298888 0.19425735
0.73284674 0.17319339 0.02918623 3.73853392 0.91033618 0.11894095
0.79153008 0.10560595 0.01278042 2.86641706 0.81294787 0.02738559
0.68202237 0.13027871 0.02159471 3.40106239 1.03560768 0.16207187
0.68545444 0.05503407 0.02781863 3.96306826 0.89141894 0.15310273
0.78804992 0.18092894 0.01655623 2.30435372 0.96407645 0.04759606
0.73718140 0.09912065 0.02046173 3.17662317 1.05448348 0.08373090
0.63926427 0.12745810 0.01391345 2.58725985 0.83182849 0.24822705
0.62100015 0.12167824 0.01921935 2.91630881 0.87146148 0.16513496
0.70562993 0.15177090 0.02515581 3.32010952 1.09880621 0.03040713
0.76882167 0.06938854 0.01187412 2.19213483 1.00134724 0.11826582
0.65450134 0.19469493 0.02250075 3.54025625 0.92400447 0.19353542
0.66340452 0.09069208 0.01095766 3.42178188 0.97754160 0.22801719
0.76014977 0.13589125 0.02466720 2.81482516 0.90020117 0.09268889
0.71552214 0.06769010 0.01857390 3.68855932 0.80078063 0.06864085
0.61097355 0.16825919 0.02705127 2.04353195 1.02812770 0.14330974
0.63020180 0.08263280 0.02237059 2.46828409 1.06891192 0.20999329
0.74647525 0.18144610 0.01325458 3.79884261 0.84625926 0.10555609
0.77841389 0.11383790 0.02997409 2.67330922 0.93397230 0.01311426
0.69495599 0.15962498 0.01565078 3.09076656 1.00663216 0.17867962
0.69371859 0.10879549 0.02423176 2.18521173 0.82746715 0.11350014
0.78291073 0.15531530 0.01014342 3.57830126 1.05012901 0.21891920
0.74141726 0.08697454 0.02686233 2.95639801 0.95041335 0.18287936
0.63190346 0.18652052 0.01751253 3.31138637 0.87776271 0.01829548
0.60035809 0.06324765 0.01283188 3.20096754 0.91898394 0.08848922
0.72314704 0.16337702 0.02154300 2.53154180 0.99633358 0.22283592
0.75196373 0.09561547 0.01545032 3.90939442 1.08433744 0.13536563
0.67448423 0.14037487 0.02892485 2.32689803 0.85699958 0.05971500
0.65916870 0.07445813 0.01738177 2.69568305 1.04251407 0.03841751
0.76751064 0.19903235 0.02824341 3.03701476 0.81517845 0.17400919
0.70725796 0.11738199 0.01496108 2.41267022 0.90528579 0.19778647
0.61611268 0.14674254 0.02066379 3.82332265 0.98263766 0.12338108
0.64705968 0.10360916 0.02596968 3.67970052 1.02035934 0.04334496
0.72649232 0.13238575 0.01965519 2.08351696 0.94771094 0.14798753
0.79905600 0.05013844 0.02356127 3.45990486 0.85053821 0.24021672
0.67743892 0.17647250 0.01206390 2.80807252 1.07320231 0.07485661
0.67797131 0.05035469 0.01648974 3.54331270 0.99913292 0.17334764
0.79851121 0.17626530 0.02788543 2.18931668 0.92647535 0.03860253
0.72596298 0.10381636 0.01397872 3.31509422 0.87356824 0.12272404
0.64760141 0.13216951 0.02039615 2.92107437 1.09622317 0.19798161
0.61586076 0.11700100 0.02507948 2.59005881 1.05673685 0.14864175
0.70749747 0.14711456 0.01929538 3.17357804 0.82939208 0.04315261
0.76775950 0.07408611 0.02257586 2.29959973 0.88935096 0.07552097
0.65893223 0.19941335 0.01179931 3.96806461 0.96669368 0.24002890
0.67462294 0.09540838 0.02463122 3.08747548 0.93176019 0.21820335
0.75181262 0.14059122 0.01099394 2.67586228 1.00910069 0.11375412
0.72300527 0.06303130 0.02708847 3.80408110 1.07102102 0.01757511
0.60051225 0.16358411 0.01853640 2.46377219 0.84367401 0.18312320
0.63126397 0.08734637 0.01322829 2.04095993 0.80303637 0.22355909
0.74204434 0.18613935 0.02239657 3.69186197 1.02568907 0.08824257
0.78355327 0.10917667 0.01567829 2.81934839 0.97547584 0.06042805
0.69308844 0.15494346 0.02994689 3.41652420 0.90281604 0.13511446
0.69480478 0.11347745 0.01009249 2.32408378 1.08198099 0.09343084
0.77855269 0.15997637 0.02428237 3.91245484 0.85931919 0.22773621
0.74662950 0.08228141 0.01756468 2.53631108 0.92153493 0.14406170
0.63005994 0.18180654 0.02681049 3.19595591 0.99418564 0.06836450
0.61160054 0.06792232 0.02150237 3.30834515 0.95281772 0.10480681
0.71488274 0.16803594 0.01287281 2.95920093 0.87546813 0.21026694
0.75951972 0.09091533 0.02896670 3.58330133 0.82496436 0.17793499
0.66404696 0.13565902 0.01540817 2.18046141 1.05230227 0.01339794
0.65395645 0.06973983 0.02824009 2.81062925 0.84818413 0.04828920
0.76935415 0.19433438 0.01738479 3.45661750 1.07551969 0.15288520
0.70617176 0.12203878 0.02066589 2.07900901 1.02291256 0.24891017
0.62047072 0.15141962 0.01495928 3.68494291 0.94556062 0.08350873
0.63950368 0.09889759 0.01964264 3.82662896 0.90769237 0.02972131
0.73692958 0.12769050 0.02598254 2.41010194 0.98034073 0.16535981
0.78781355 0.05480167 0.01207523 3.03176104 1.04001364 0.19284497
0.68570321 0.18115201 0.02354963 2.70021019 0.81734950 0.11848066
0.68139528 0.10522481 0.02727139 2.13829586 0.96143272 0.07858085
0.79216957 0.13065059 0.01835374 3.59385490 0.88877086 0.24399978
0.73347689 0.05293507 0.02476014 2.97210424 0.83623439 0.15920444
0.64300595 0.17357452 0.01086469 3.26456205 1.05888503 0.05462070
0.62475425 0.07608293 0.01617401 3.24804361 1.09440487 0.11966414
0.70193784 0.19730634 0.02945081 2.51608737 0.86705523 0.19401070
0.77292889 0.12016947 0.01367062 3.89360430 0.92665290 0.16278492
0.65042975 0.14383540 0.02195451 2.37357736 1.00399076 0.02713442
0.66593716 0.06151241 0.01416165 2.74250949 0.89406028 0.06349076
0.75757996 0.16499260 0.02021347 3.02131072 0.97139591 0.13908257
0.71762817 0.09271756 0.01661867 2.39711877 1.03368746 0.23411900
0.60880703 0.14317157 0.02775616 3.87024064 0.80633559 0.09971349
0.62804770 0.10706941 0.02307160 3.63301901 0.84070410 0.01451242
0.74859370 0.15694004 0.01130322 2.09930496 1.06335251 0.17915512
0.77583166 0.08406747 0.02552183 3.47535717 1.01277750 0.20764346
0.69747621 0.18930807 0.01885331 2.76099429 0.94011341 0.10228323
0.68963501 0.07962497 0.02118542 3.97862188 1.04456961 0.18990388
0.78705479 0.18442581 0.01443941 2.25743788 0.82191211 0.02439735
0.73773716 0.11199284 0.02865738 3.12979888 0.88390369 0.10927303
0.63562072 0.16142375 0.01696775 2.60296605 0.95655868 0.21376905
0.60408778 0.08767511 0.01228318 2.90085436 0.99018804 0.13209283
0.71947936 0.13886180 0.02334196 3.36718561 0.91284332 0.05736512
0.75609537 0.06585420 0.01974774 2.23881420 0.86255427 0.08896466
0.67038823 0.17006712 0.02587709 3.52446610 1.08989704 0.22423413
0.66167693 0.12465802 0.01808424 3.40607781 0.81077246 0.20481115
0.76496525 0.14876315 0.02629060 2.86165163 1.03811289 0.12948273
0.70938841 0.07118725 0.01050981 3.73547735 0.98528103 0.03419018
0.61392174 0.19284980 0.02386532 2.02798046 0.90793395 0.16885920
0.64488117 0.05800470 0.02917467 2.48407207 0.94506297 0.23694396
0.72863519 0.17791204 0.01520047 3.75216113 1.01771563 0.07250663
0.79649819 0.10092851 0.02160749 2.62623101 1.07760384 0.04382030
0.67993472 0.12562213 0.01276733 3.10621885 0.85494398 0.14938579
0.67905223 0.11835256 0.02227948 2.85086513 0.88555744 0.22180687
0.79451392 0.14566204 0.01334535 3.38555576 0.96290677 0.08624437
0.73113397 0.07806548 0.02975144 2.00950273 1.06034066 0.06242864
0.64535063 0.19531521 0.01587369 3.72288901 0.83300249 0.13686344
0.61459722 0.05374544 0.01118912 3.77262679 0.87028712 0.21643996
0.71209321 0.17275557 0.02443601 2.49480217 1.09294925 0.11176798
0.76277190 0.10457951 0.01865368 3.11899327 1.00251670 0.01955893
0.66058536 0.13130561 0.02697114 2.64489482 0.92986633 0.18488986
0.66984262 0.08355064 0.01917829 2.26806722 0.96933603 0.14665818
0.75367283 0.18983463 0.02519654 3.99904691 0.89668793 0.04138571
0.72153368 0.10742231 0.01160386 2.62152892 0.80898138 0.07728457
0.60490013 0.15657855 0.02277126 3.14253238 1.03164578 0.24201481
0.63664215 0.09424207 0.02808062 3.34656710 1.06539420 0.17134683
0.74000055 0.14163848 0.01629452 2.89003154 0.83805830 0.03685376
0.78442624 0.05982340 0.02051343 3.51178111 0.93748577 0.12447603
0.68888339 0.16669134 0.01386139 2.22029985 1.01483737 0.19998006
0.69979200 0.06430282 0.02617794 3.00079162 0.81926615 0.03173646
0.77689919 0.17160991 0.01944719 2.73172601 1.04661118 0.16709417
0.74789420 0.08935552 0.02366669 3.85765698 0.95861867 0.19110742
0.62546536 0.13719111 0.01195814 2.37864566 0.88127621 0.11646771
0.60643070 0.11250112 0.01726746 2.11003801 0.91547081 0.05025841
0.71713468 0.16092521 0.02835737 3.65348768 0.98812804 0.15466643
0.75843843 0.07924517 0.01476407 2.77966277 1.08785548 0.24713206
0.66804389 0.18479704 0.02086107 3.48813621 0.86520022 0.08153729
0.65308234 0.10012784 0.01306821 3.61428265 1.03665715 0.10658515
0.77355807 0.12641422 0.02130692 2.14892797 0.81400419 0.21223819
0.70079397 0.05867805 0.01552522 3.27730047 0.91114754 0.17596602
0.62251490 0.17724842 0.02884961 2.99067196 0.98380708 0.01161647
0.64097566 0.07303217 0.02416505 2.50526726 1.01918956 0.09516815
0.73254208 0.19101461 0.01020977 3.22742786 0.94184940 0.22974939
0.79259273 0.12268521 0.02661527 2.35506793 0.85171225 0.14204634
0.68384185 0.15072738 0.01775987 3.88092417 1.07905959 0.06663036
0.68656594 0.07489619 0.01149844 3.44390280 0.92326179 0.01652786
0.78991825 0.19859354 0.02287643 2.79202422 1.00060683 0.18088919
0.73455737 0.11635541 0.01897063 3.66453674 1.09767894 0.20590609
0.63900841 0.14776872 0.02540454 2.06833745 0.87033648 0.10027012
0.61976641 0.10199859 0.02009642 2.42863557 0.83262383 0.06545968
0.70359053 0.13399586 0.01427875 3.83927226 1.05528109 0.14086408
0.77166482 0.05233638 0.02756075 2.71105235 0.96521976 0.23234071
0.65502515 0.17427388 0.01681411 3.05233781 0.89256452 0.09774220
0.66446609 0.11070089 0.02964603 3.92507724 1.00704067 0.12144218
0.76196817 0.15340951 0.01597884 2.34253459 0.93438770 0.19598222
0.71284809 0.08565708 0.02207183 3.21651208 0.84631994 0.16081579
0.61066767 0.18783723 0.01355334 2.54707060 1.06897948 0.02535313
0.62892110 0.06251361 0.01823669 2.94057167 1.02773062 0.08031844
0.74438888 0.16411038 0.02738848 3.29554429 0.80039043 0.24601267
0.78121016 0.09576042 0.01066928 2.16976591 0.90018854 0.15718924
0.69543293 0.14022945 0.02495558 3.56280918 0.97753586 0.05288638
0.69089946 0.09142332 0.01508318 2.65725995 0.85667338 0.23519202
0.78245977 0.13515962 0.02929199 3.07476356 1.08402271 0.07050814
0.74272385 0.06754222 0.01257216 2.45310554 0.99624549 0.04582106
0.63396688 0.16840631 0.02180271 3.78367979 0.91890731 0.15113459
0.60300614 0.08072917 0.02648604 3.70450798 0.87809576 0.20304749
0.72347576 0.18334904 0.01788883 2.05949634 0.95075786 0.12749689
0.75092509 0.11515701 0.02398242 3.43710588 1.05026057 0.03617383
0.67263992 0.15830540 0.01039276 2.83019541 0.82761017 0.17062603
0.65629956 0.05664630 0.02322467 2.20777045 1.07406409 0.13010896
0.76700966 0.17931597 0.01240049 3.55593811 0.85141600 0.05559850
0.70851462 0.09692449 0.02568191 2.93183857 0.94877407 0.09072809
0.61812618 0.12965387 0.01994296 3.33565501 1.02143848 0.22622022
0.64966086 0.12123726 0.01463485 3.16078014 0.98181480 0.18790337
0.72677416 0.15221142 0.02099001 2.57143256 0.90447893 0.02264830
0.79797040 0.07041232 0.01708484 3.94757714 0.81411762 0.11102518
0.67554765 0.19367047 0.02854033 2.28890885 1.04146925 0.21576733
0.67619213 0.09290140 0.01481886 3.80540432 0.83509919 0.05320577
0.79712877 0.14306155 0.02080598 2.45824421 1.06243708 0.15874253
0.72768723 0.06081617 0.01721269 3.08426589 0.96271465 0.24258756
