# h        omch2      ombh2      ln(10^10*As)    ns    tau
0.70381584 0.18660182 0.01634313 2.86254704 0.82112242 0.24829106
0.72963376 0.08715637 0.01402724 2.55011621 0.85405598 0.16989627
0.64923601 0.18053264 0.02558748 3.84616406 1.01565285 0.10033386
0.66302723 0.10989329 0.01846106 2.32335830 1.05277054 0.02768387
0.75802936 0.12945074 0.02189587 3.02560066 0.87685024 0.21253522
0.77312721 0.06501653 0.01894443 3.93932779 1.08159153 0.23133543
0.65581549 0.19534823 0.02050429 2.64156476 0.92002670 0.04633605
0.63191211 0.08808316 0.01357310 3.18121718 0.81153907 0.08900594
0.73921882 0.14452248 0.02700844 2.47727013 0.98749141 0.15865461
0.71503604 0.11978696 0.02461194 2.16488525 0.99200857 0.19956385
0.60768069 0.13830528 0.01617218 3.49413614 0.86327341 0.01084567
0.68007094 0.07710984 0.02787388 2.95370662 0.90581118 0.11723078
0.79733402 0.17182738 0.01130869 3.62665190 1.03955885 0.18316048
0.79965945 0.06393554 0.02860812 2.62832031 0.96089852 0.21891755
0.67928358 0.19437822 0.01204299 3.95537986 0.83681539 0.02879794
0.60845585 0.09604785 0.02390087 2.49527639 0.93227062 0.10613354
0.71267400 0.15267143 0.01546118 3.16601853 1.07066802 0.17160020
0.73844366 0.12115985 0.01307446 3.47893880 1.05648790 0.24342536
0.63427415 0.13956947 0.02650972 2.18289020 0.89019781 0.05702816
0.65349006 0.06885111 0.01942236 3.64270480 0.84136595 0.07063755
0.77391457 0.16338668 0.02098214 2.94046133 1.01259531 0.13982690
0.75722979 0.10609259 0.01802094 2.02429345 0.80551400 0.18849733
0.66536487 0.16137490 0.02145581 3.32205627 0.97176290 0.11939753
0.64688617 0.05404007 0.01448557 2.84442037 1.09666136 0.01582681
0.73039672 0.18552189 0.02604588 3.54836567 0.92539080 0.20207910
0.70616568 0.07871444 0.02373976 3.86124004 0.90213165 0.15273954
0.62270377 0.17227499 0.01717502 2.53198847 1.02617359 0.08741729
0.68957206 0.11115625 0.02875953 3.00942688 1.00473415 0.04007277
0.78148562 0.13082471 0.01031932 2.33648032 0.86629554 0.23010243
0.77513555 0.10939258 0.02245141 3.70115646 1.07283690 0.09816318
0.69592179 0.12789831 0.01839162 2.90314690 0.94877550 0.14956689
0.61674438 0.08516333 0.02504930 3.42744517 0.82021494 0.22595039
0.71212464 0.17988659 0.01411404 2.22325636 0.95867301 0.05176875
0.73635630 0.05697563 0.01672538 2.41108509 1.01943509 0.12267087
0.64092702 0.18727641 0.02266506 3.24008945 0.85320565 0.17779724
0.67171513 0.09847182 0.01076812 2.71556341 0.87830718 0.19045456
0.75087987 0.15493517 0.02983324 3.88826692 1.04955829 0.01999530
0.76795976 0.07647417 0.01186671 3.08446482 0.91855388 0.06879763
0.65944445 0.16982870 0.02780693 2.25715848 1.08482452 0.23911195
0.62792866 0.11822659 0.01563647 3.79511321 0.98365639 0.13646403
0.74478882 0.13781724 0.02470122 2.62412774 0.81244647 0.08142718
0.71901967 0.08959667 0.02738820 2.81197158 0.86412381 0.03303991
0.60211050 0.14505753 0.01332788 3.60777291 0.98822640 0.20713163
0.68523858 0.06569693 0.02010282 2.06955958 1.04277117 0.16070989
0.79370487 0.19730233 0.01916794 3.27156018 0.90435431 0.10945060
0.78941150 0.09347145 0.01470496 3.92008134 1.00827626 0.07883122
0.68171864 0.15056094 0.02563976 2.74902610 0.84641732 0.13351195
0.60561823 0.06138671 0.01781020 3.20937382 0.88456039 0.23614700
0.72332525 0.19224009 0.02187044 2.38213885 1.06022091 0.06617780
0.74753128 0.07141025 0.02916390 2.19446286 1.06503068 0.11435283
0.62987290 0.16551451 0.01009924 3.39651576 0.93600370 0.16525230
0.65748801 0.12372824 0.02332429 2.93694543 0.83249641 0.21167214
0.76522951 0.14168797 0.01738415 3.73269607 0.96594996 0.03792195
0.75362313 0.05132588 0.02412022 3.30242840 0.87061906 0.04922216
0.67366017 0.18354798 0.01505502 2.09817013 0.99967810 0.22282431
0.63896977 0.10338743 0.02839734 3.57605005 1.03181547 0.14642438
0.73362524 0.15939202 0.01245758 2.77811217 0.89839396 0.09561117
0.70783209 0.11385339 0.01982676 2.59048179 0.93103276 0.02495058
0.61322526 0.13281561 0.02076210 3.76323791 1.09292374 0.19483394
0.69942872 0.08143894 0.01265903 2.28604353 0.97608649 0.18214922
0.77944032 0.17423860 0.02671889 3.11499750 0.80045802 0.12761704
0.78578605 0.08319118 0.01605190 2.96943806 1.04391630 0.19911689
0.69308342 0.17717186 0.02449205 3.67345097 0.88204477 0.01321157
0.61918021 0.10741137 0.01146231 2.14939697 0.84888202 0.11679882
0.70187746 0.12519255 0.02802697 3.44709390 1.02449103 0.18554069
0.72767047 0.10046333 0.02031359 3.13450942 0.95434945 0.23463837
0.64492420 0.15763063 0.01875335 2.46150841 0.82527096 0.04495205
0.66731463 0.05893977 0.02716884 3.98627871 0.94313358 0.09232410
0.75996824 0.18999916 0.01373404 2.65708332 1.07657455 0.15728469
0.77118904 0.11611664 0.02546477 2.37030925 0.90999161 0.16845312
0.65152881 0.13523908 0.01390491 3.04111919 1.03903805 0.10357877
0.63622320 0.07433664 0.02204704 2.50340848 0.99254535 0.02625594
0.74118140 0.16727819 0.01861170 3.83040231 0.85907234 0.21579421
0.71697514 0.06782644 0.01097885 3.51780250 0.81676549 0.14418161
0.61196792 0.19986085 0.02941861 2.81550477 0.97860498 0.07558831
0.67575929 0.09171692 0.01650599 3.35396212 1.09046190 0.06198068
0.79537051 0.14762539 0.02307118 2.05796988 0.91482084 0.24780017
0.79625502 0.08027196 0.01064892 3.45595403 1.07165566 0.12955687
0.67646212 0.17305901 0.02970918 2.12871128 0.93355122 0.17999333
0.61129895 0.11266812 0.01684057 3.66666518 0.83545926 0.19733992
0.71610637 0.13165438 0.02277535 2.99561778 0.95983537 0.02219191
0.74185037 0.10453042 0.02509615 2.68352157 1.01124148 0.09403162
0.63709197 0.16059568 0.01415603 3.97926490 0.84030509 0.14824930
0.65064430 0.05252385 0.02242015 2.44105074 0.89118773 0.22181841
0.77048621 0.18469673 0.01835547 3.14311101 1.05777079 0.05045146
0.76085722 0.12256866 0.02006178 3.82166903 0.92440317 0.03927937
0.66801297 0.14050663 0.01912204 2.52372319 1.09538077 0.21056008
0.64425992 0.07023230 0.02742530 3.04802038 0.97311902 0.16694908
0.72679704 0.16435145 0.01336009 2.34377000 0.80657715 0.11287944
0.70254175 0.06253137 0.01576142 2.03165847 0.86764937 0.06355465
0.62005364 0.19343627 0.02482129 3.36060495 1.00579501 0.23855409
0.69219444 0.09467103 0.01175730 2.83607784 1.02518367 0.13122055
0.78508771 0.15170214 0.02769261 3.50884138 0.90084877 0.08086993
0.77854257 0.08823129 0.01945365 2.40280174 0.95739241 0.24937368
0.69873992 0.14408138 0.02101833 3.20050598 0.81922732 0.06016181
0.61389908 0.06428590 0.01302764 2.72286924 0.94983866 0.07658560
0.70869674 0.19637182 0.02646776 3.92687479 1.07419302 0.14296094
0.73295141 0.07784391 0.02378563 3.73968708 1.05061916 0.21384852
0.63810512 0.17080034 0.01535085 2.91049946 0.87966102 0.02841769
0.67455792 0.11964226 0.02872728 3.38793703 0.85192277 0.10106401
0.75431194 0.13874295 0.01216702 2.21492819 1.01844518 0.17122056
0.76433623 0.05544796 0.02886891 2.75780500 0.81372707 0.15991668
0.65679471 0.18645812 0.01043359 3.58480632 0.98464400 0.08990817
0.63055141 0.09691653 0.02361478 2.12470178 1.08376136 0.04724927
0.74839127 0.15414450 0.01705490 3.29550430 0.91719776 0.23259385
0.72264674 0.11091588 0.01444850 3.10836220 0.90329344 0.18419182
0.60475824 0.12872112 0.02601372 2.31237792 1.04141733 0.11790233
0.68261192 0.08671398 0.01806201 3.77219144 0.98950928 0.01152088
0.79010479 0.18068206 0.02150175 2.56988581 0.86511372 0.20058420
0.79284329 0.11464185 0.02705819 2.24967276 1.06150380 0.22769442
0.68456172 0.13436869 0.01361852 3.42042268 0.88555032 0.04269685
0.60279622 0.08225503 0.02043733 2.88271304 0.84535646 0.08537951
0.71992045 0.17576405 0.01887219 3.70976476 1.00692243 0.15503001
0.74410310 0.05053277 0.01149817 3.89710521 0.96488681 0.20319028
0.62702789 0.18199970 0.02805797 2.69486905 0.83114028 0.01447027
0.66030603 0.10256699 0.01600967 3.23332747 0.93728430 0.12087179
0.76863661 0.15787107 0.02444491 2.43727151 1.06601832 0.18679969
0.75002295 0.07234296 0.01647349 2.59782482 0.89711107 0.13800103
0.67103359 0.16692775 0.02303383 3.80177807 1.03082555 0.07221806
0.64161723 0.12470661 0.01102450 2.27772490 1.00073895 0.05579982
0.73725260 0.14305556 0.02945936 3.07547982 0.87197290 0.24443031
0.71143443 0.09254337 0.02216099 3.26283539 0.80152117 0.17375519
0.61584808 0.14914290 0.01872079 2.08989631 0.97744261 0.10419461
0.69677871 0.06041270 0.02534437 3.61466745 1.09164314 0.03155751
0.77581709 0.19086798 0.01377961 2.78540846 0.93004513 0.21641066
0.78235742 0.06686388 0.02336657 3.17306381 1.02350113 0.10834619
0.69023796 0.19848188 0.01743133 2.46886771 0.84759914 0.16205966
0.62199792 0.09078198 0.02912807 3.94674871 0.88339861 0.20566522
0.70528425 0.14621879 0.01006827 2.64874651 1.04497717 0.03472970
0.73110257 0.11708356 0.01768643 2.96117849 1.07793068 0.08384215
0.64776760 0.13661354 0.02175157 3.63387423 0.94419675 0.13383299
0.66449307 0.07527623 0.01481558 2.15668092 0.82428334 0.24115744
0.75656389 0.16867999 0.02575524 3.48569313 0.95306885 0.06649945
0.77479103 0.09963144 0.01277939 3.54169327 0.86006224 0.01783268
0.65415128 0.15611655 0.02684415 2.87070031 0.99382823 0.19240112
0.63357279 0.05815354 0.01971277 3.33104887 1.03768421 0.17503068
0.73755777 0.18843943 0.02065297 2.00374995 0.90893074 0.12518475
0.71337535 0.08401870 0.02835173 2.31613605 0.91346471 0.05358669
0.60934174 0.17869045 0.01241687 3.01812869 1.08939874 0.22437781
0.67840712 0.10819296 0.02415275 2.55855919 0.97959260 0.15078849
0.79899823 0.12675708 0.01509242 3.85436842 0.81804608 0.09716497
0.79819866 0.10323816 0.02498094 2.85159637 0.88704159 0.06492399
0.68074476 0.15983427 0.01592068 3.55579233 1.05825264 0.23523650
0.60699190 0.05205536 0.02750023 2.01589672 1.01073899 0.13260511
0.71413831 0.18252553 0.01156545 3.31389722 0.84446721 0.07756643
0.73990761 0.08070374 0.01927398 3.00097811 0.83027171 0.03689883
0.63280984 0.17526677 0.02021410 2.32828175 0.96868743 0.21099238
0.65495085 0.11399695 0.01323905 3.86846808 1.06282416 0.16458353
0.77245339 0.13237908 0.02730373 2.53945465 0.93872271 0.11332604
0.75888932 0.06094890 0.01431812 2.48784982 1.03407678 0.09452217
0.66370571 0.19238493 0.02525786 3.15884244 0.89561987 0.14592769
0.64854276 0.09449862 0.01816554 2.63647933 0.87286221 0.22232396
0.72874052 0.14982674 0.02223076 3.96377662 0.99692246 0.04814415
0.70450909 0.12270450 0.02985868 3.65090346 0.97364192 0.12629730
0.62435997 0.14241874 0.01079880 2.94891001 0.80238967 0.18142184
0.68791253 0.07185149 0.02265187 3.47147259 0.92860664 0.19409557
0.78314478 0.16536623 0.01671655 2.17566220 1.09483723 0.02363450
0.77660446 0.07360601 0.02613720 3.78767948 0.85138152 0.18463843
0.69445328 0.16830178 0.01457251 2.61692828 1.02265094 0.11553677
0.61821013 0.11626476 0.02135226 3.09263100 1.04643397 0.01195318
0.71065927 0.13479798 0.01791213 2.26557860 0.88018622 0.19820365
0.73489056 0.09157222 0.01062353 2.07775109 0.94096383 0.15661317
0.64239239 0.14806306 0.02905831 3.27998550 1.07940357 0.09129274
0.67024622 0.06856050 0.01689282 2.80451252 0.95216123 0.04393168
0.75234838 0.19883382 0.02345307 3.60056827 0.82811815 0.23396319
0.76629897 0.10638305 0.01547190 3.43464453 0.99467849 0.21529110
0.66110560 0.12592790 0.02390721 2.23069017 0.85627993 0.02517335
0.62626494 0.08362784 0.01201508 3.69273636 0.91214321 0.10249252
0.74645294 0.17702816 0.02857495 2.89498069 1.03622749 0.16796100
0.72068340 0.05849739 0.02121070 2.70713801 1.08792578 0.24706638
0.60044638 0.19014859 0.01964549 3.88007551 0.91669756 0.06066735
0.68689936 0.10148593 0.02630812 2.41828976 0.81421120 0.07426400
0.79204372 0.15690100 0.01286838 3.24754848 0.98050015 0.14345149
0.78775492 0.05418491 0.01858145 3.56765478 0.93440377 0.17232668
0.68337484 0.18508409 0.02202111 2.76995165 1.06787564 0.10745418
0.60395869 0.10535837 0.01391323 3.30960300 0.96305012 0.03011492
0.72498440 0.16240209 0.02547837 2.10559819 0.83400483 0.21965501
0.74919082 0.11188704 0.02286220 2.29327302 0.83882984 0.14032263
0.62821375 0.12980096 0.01630240 3.12246222 1.01447204 0.07172751
0.65914459 0.07856618 0.02963976 2.58203163 1.05393362 0.05810713
0.76357330 0.17271622 0.01120452 3.75504074 0.89209299 0.24392476
0.75508707 0.09649009 0.02791618 3.21753425 1.09916086 0.20275799
0.67219584 0.15252216 0.01135584 2.39053421 0.92355069 0.01685081
0.64043056 0.06291308 0.02457609 3.91265330 0.80803166 0.12042519
0.73216407 0.19510771 0.01614124 2.74185147 0.96990434 0.18916523
0.70637129 0.06987930 0.01344934 2.92948062 1.00256438 0.23101200
0.61468642 0.16265146 0.02688954 3.72546666 0.86912455 0.04132750
0.69796479 0.12072333 0.01905503 2.20266006 0.89994343 0.08868301
0.78090465 0.13971302 0.02061979 3.40496590 1.02902077 0.15364545
0.78744979 0.11896194 0.01223403 2.51157701 0.82247627 0.05308115
0.69141932 0.13678891 0.02816927 3.83882009 0.95589892 0.22668511
0.62084098 0.07633047 0.01526160 2.36287311 1.07508005 0.15029795
0.70021630 0.17026535 0.02432140 3.03392215 0.94601988 0.09948657
0.72600970 0.06584634 0.02671296 3.34650542 0.87586262 0.02107702
0.64658536 0.19685994 0.01264782 2.05076289 1.05148995 0.19095853
0.66565089 0.08886703 0.02079476 3.52599160 1.01700898 0.17829023
0.76163235 0.14608014 0.01985509 2.82393250 0.85511914 0.12375625
0.76972329 0.08618694 0.02157117 2.14097929 0.98613756 0.08245758
0.65299417 0.17915596 0.01750641 3.43892528 0.81047819 0.13713651
0.63475431 0.10895148 0.02592686 2.97663507 0.92101662 0.23978809
0.74264992 0.12804644 0.01498666 3.68088714 1.08287441 0.06981704
0.71844403 0.09890949 0.01729770 3.99348580 1.04054647 0.11071175
0.61049939 0.15479048 0.02323256 2.66453993 0.90709177 0.16161305
0.67722505 0.05594859 0.01020762 3.12608166 0.86191728 0.20804577
0.79390515 0.18801049 0.02926796 2.45331934 0.99094541 0.03429740
0.79430799 0.05642672 0.02195734 3.75054747 1.05668413 0.13686863
0.67684664 0.18789807 0.01851707 2.57973857 0.89045012 0.08268157
0.61090223 0.09902138 0.02553120 3.11792126 0.84055625 0.06906663
0.71806561 0.15431187 0.01396666 2.29092847 1.01180277 0.24046520
0.74224709 0.10877098 0.01628682 2.10305421 0.96008889 0.16137447
0.63513273 0.12844732 0.02284723 3.30535299 0.83602292 0.11090644
0.65259133 0.08578672 0.01122862 2.76736762 0.93246692 0.03357627
0.77010170 0.17933709 0.02966324 3.56336090 1.07092041 0.20869359
0.76125395 0.08897487 0.01137017 3.40140349 0.90188843 0.22743524
0.66605375 0.14560659 0.02792989 2.19739144 1.02598644 0.05240421
0.64620693 0.06632037 0.01611589 3.72194812 1.00553577 0.09975427
0.72641252 0.19675262 0.02455136 2.92425205 0.86711433 0.15007424
0.70059473 0.07592502 0.02695212 2.73633213 0.80631570 0.19167937
0.62043817 0.17045044 0.01351253 3.90933400 0.97258176 0.02042937
0.69179771 0.11877623 0.02056579 2.38506637 1.09641821 0.12399466
0.78704693 0.13719370 0.01900042 3.21426263 0.92520373 0.17809583
0.78050180 0.12053762 0.02814515 2.82624078 1.01866200 0.01703698
0.69834318 0.14011781 0.01221052 3.53050016 0.85237649 0.20249852
0.61428361 0.06947384 0.02433694 2.05309216 0.87854004 0.18983577
0.70674972 0.16283654 0.01527653 3.35103115 1.04977398 0.11971077
0.73256689 0.06338711 0.01259505 3.03818739 1.07306982 0.04154297
0.64005213 0.19500039 0.02665958 2.36543238 0.94899126 0.23072324
0.67259869 0.09659792 0.01991889 3.84309868 0.81944193 0.15434529
0.75470867 0.15204861 0.02085917 2.51414581 0.95784392 0.08793929
0.76395171 0.07816596 0.01756045 2.45857274 0.86496205 0.10678347
0.65874174 0.17289736 0.02162582 3.12962878 0.98900857 0.17304139
0.62859217 0.11170653 0.01492412 2.66978379 1.04256457 0.21946856
0.74878799 0.13020184 0.02586371 3.99701957 0.90413054 0.03037455
0.72460598 0.10547027 0.02325787 3.68419122 0.91834736 0.07102750
0.60436152 0.16192348 0.01732240 2.98213912 1.08460083 0.14106664
0.68299643 0.05466304 0.02925359 3.44221218 0.98449470 0.24370901
0.78815777 0.18497168 0.01019386 2.14646235 0.81322872 0.05839606
0.79166531 0.10101246 0.01586791 2.54467834 1.06718729 0.02582214
0.68730220 0.15700891 0.02492756 3.87198388 0.93810423 0.21456912
0.60006796 0.05839015 0.01162925 2.33355693 0.83097144 0.16815472
0.72108622 0.19062268 0.02756464 3.00454160 0.96440784 0.10225479
0.74683136 0.08381299 0.02018998 3.31717158 1.00675137 0.06134544
0.62586212 0.17662279 0.01925047 2.02136945 0.84487526 0.24631511
0.66148401 0.10678791 0.02731927 3.55911056 0.88671707 0.14367450
0.76589614 0.12574227 0.01325398 2.85710915 1.06232151 0.07399698
0.75275123 0.06844803 0.02528317 2.17800211 0.92894131 0.11534322
0.66986782 0.19931186 0.01434282 3.47601057 1.09077622 0.18487586
0.64279521 0.09109355 0.02221639 2.95120986 0.97763770 0.19755514
0.73451212 0.14817488 0.01815178 3.65539757 0.80199206 0.01267499
0.71025646 0.11666556 0.01085284 3.96807348 0.87217035 0.09106989
0.61858857 0.13461741 0.02991333 2.63906801 1.00121221 0.15687991
0.69405043 0.07378706 0.01665401 3.16309162 1.02972410 0.23328539
0.77698286 0.16790150 0.02258871 2.49038700 0.89624651 0.04468278
0.78352318 0.07203254 0.01455693 3.59703724 0.95278786 0.14518482
0.68750968 0.16496595 0.02612222 2.79927355 0.82376546 0.09522103
0.62473841 0.12310530 0.01793623 3.27643730 0.94525357 0.04785453
0.70410628 0.14223817 0.02137574 2.07249114 1.07871170 0.22254039
0.72836208 0.09401995 0.02899454 2.26009065 1.04603635 0.18070828
0.64894557 0.14993855 0.01055915 3.08934135 0.88418199 0.12696687
0.66332731 0.06083642 0.02350590 2.61143079 0.84732051 0.02337418
0.75929217 0.19286297 0.01694625 3.78437649 1.02298560 0.19428271
0.77205056 0.11440181 0.02396978 3.24302573 0.81828008 0.23552641
0.65532926 0.13219345 0.01553508 2.41596514 0.98017564 0.06470738
0.63240702 0.08088888 0.02852096 3.87556611 1.08833384 0.07830946
0.74028603 0.17486140 0.01196048 2.70482292 0.91270994 0.13190596
0.71454113 0.05194812 0.01965981 2.89240724 0.90786362 0.21125299
0.60661348 0.18299963 0.02122442 3.68845479 1.03692723 0.03671152
0.68114759 0.10276469 0.01284303 2.22813770 0.99406001 0.11403978
0.79782025 0.15994217 0.02628339 3.43038012 0.86064307 0.16391368
0.79859538 0.10830480 0.01363349 2.43201828 0.93900942 0.19211121
0.67878552 0.12627838 0.02707377 3.22978021 1.06335005 0.01804929
0.60893893 0.08449674 0.01884871 2.68962535 0.96763861 0.12444171
0.71375379 0.17857798 0.02041324 3.89357130 0.82949640 0.17572982
0.73796058 0.05775323 0.02812234 3.70646082 0.84342061 0.22411720
0.63319435 0.18862051 0.01156193 2.87720883 1.00996591 0.05377400
0.65455413 0.09945088 0.02439149 3.41713591 1.05854156 0.09645123
0.77441263 0.15651734 0.01595686 2.24418953 0.88756969 0.15145835
0.75694231 0.07575035 0.02297063 2.78310001 1.09461353 0.16280253
0.66409024 0.16857272 0.01641090 3.61015902 0.92803619 0.10764733
0.64814602 0.11719145 0.02951398 2.08756688 0.80346717 0.03501932
0.73069975 0.13614008 0.01107851 3.25830980 0.97440700 0.20544879
0.70490583 0.09059632 0.01870708 3.07121445 0.99799760 0.13454656
0.62240074 0.14662368 0.02214667 2.27516579 0.87362493 0.08317258
0.68985955 0.06645851 0.01380435 3.79749934 0.89539382 0.06675978
0.78276025 0.19866702 0.02536972 2.59525618 1.03350398 0.24097030
0.77621993 0.06000733 0.01748472 3.48925561 0.82696176 0.07241161
0.69640030 0.19105312 0.02341935 2.16194944 0.95135159 0.13776359
0.61625090 0.09235771 0.01000386 3.63739285 1.07958271 0.24507882
0.71105600 0.14954779 0.02906427 2.96640696 0.94145538 0.05507801
0.73684978 0.12481450 0.02177509 2.65426595 0.88036299 0.10441746
0.64199566 0.14258211 0.01771056 3.95006793 1.04692316 0.17348845
0.67063075 0.07281708 0.02574030 2.47433565 1.02149218 0.21708847
0.75040136 0.16682049 0.01480002 3.17633536 0.85056952 0.03080640
0.76825821 0.10238643 0.02681946 3.85886162 0.98161198 0.04204805
0.66070888 0.15827186 0.01275409 2.56085236 0.81508386 0.22841640
0.62664945 0.05013247 0.02066671 3.02266958 0.91650820 0.15483629
0.74450591 0.18218078 0.01972713 2.31848071 1.08746290 0.08561723
0.72029889 0.08273306 0.01236223 2.00629382 1.03604035 0.01379218
0.60239341 0.17565158 0.02829770 3.33529896 0.91168255 0.20394156
0.68494013 0.11475369 0.01515557 2.87328424 0.85739398 0.18657667
0.79244044 0.13388999 0.02421529 3.54598722 0.99555336 0.12113881
0.79048319 0.08660665 0.02973270 3.14763386 0.89188875 0.09057888
0.68220907 0.18115610 0.01067305 2.44337528 1.05349019 0.15920197
0.60513668 0.11044236 0.02276041 3.98377440 1.01560332 0.23278030
0.72224392 0.12882893 0.01682502 2.68583658 0.83968760 0.04698963
0.74801283 0.09732133 0.01420942 2.99819130 0.83513375 0.11860233
0.63095422 0.15395878 0.02514893 3.67094665 0.96390553 0.18344781
0.65641632 0.05563302 0.01829106 2.13126383 1.06766903 0.20079995
0.76473908 0.18605269 0.02235635 3.46021833 0.93395798 0.01123194
0.75390909 0.11916364 0.01906740 3.51237230 1.02918045 0.05997564
0.67493633 0.13885485 0.02000775 2.84131688 0.90044987 0.24963315
0.63770229 0.07773152 0.01342324 3.36415305 0.86798304 0.14229040
0.73332983 0.17127844 0.02748784 2.03691849 1.00173529 0.07730002
0.70909957 0.06446704 0.02479660 2.34925788 0.96876505 0.02820222
0.61352066 0.19597160 0.01573611 3.05131013 0.80720479 0.21413728
0.69914276 0.08863214 0.02770636 2.52922060 0.92371260 0.17052073
0.77816416 0.14390090 0.01177165 3.82497213 1.09966951 0.10180774
0.78470930 0.09507188 0.02108270 2.21258841 0.85621151 0.20980995
0.69259729 0.15152166 0.01951740 3.38339889 1.01775460 0.03995631
0.61967522 0.06271252 0.02641434 2.90819974 1.05124680 0.11261174
0.70294458 0.19303604 0.01297483 3.73519281 0.87530704 0.16717278
0.72717546 0.07011991 0.01536582 3.92257809 0.94577894 0.23783325
0.64385709 0.16482955 0.02380122 2.72028042 1.07452669 0.06420230
0.66839138 0.12209004 0.01214354 3.19625696 0.95699351 0.08063152
0.76045438 0.14061853 0.02870319 2.40026443 0.82322410 0.13141496
0.77088907 0.05270891 0.01041988 2.56466199 0.98991605 0.18026121
0.65026591 0.18429130 0.02885458 3.76867580 0.86112710 0.12933288
0.63749478 0.10493523 0.01707965 2.30710260 0.90736360 0.02294233
0.74147194 0.16040996 0.02364013 3.10479888 1.04109182 0.19666280
0.71570355 0.11219460 0.02595052 3.29222977 1.08314389 0.14848788
0.61167738 0.13176219 0.01438591 2.11922918 0.92155961 0.09383692
0.67605927 0.08016463 0.02155637 3.58148792 0.80944648 0.05117258
0.79663341 0.17353305 0.01811601 2.75229235 0.98534503 0.22117059
0.79577336 0.09212173 0.02569436 3.73035057 0.82814258 0.10292265
0.67538090 0.14743967 0.01475895 2.93240538 0.96657775 0.16918242
0.61237073 0.06801150 0.02180726 3.39422177 1.06433996 0.21559316
