# h        omch2      ombh2      ln(10^10*As)    ns    tau
0.47862609 0.96727236 0.03837521 3.15002132 1.03322301 0.26792609
0.49592384 0.45819319 0.03401388 2.68942873 0.79298971 0.13592538
0.73448206 0.68106175 0.01930470 3.59848480 1.14818765 0.16220067
0.72429281 0.04333668 0.03358808 1.63502233 1.01245532 0.16315560
0.41614749 0.25410202 0.01353269 4.07863963 0.77005288 0.26601768
0.98581066 0.28353871 0.01587051 2.71507789 0.89770719 0.26376698
0.31602769 0.23018936 0.02974500 3.86269498 1.02705418 0.20453570
0.26933656 0.50018325 0.01768706 2.83091650 1.06050691 0.05026903
0.66037259 0.40967395 0.03957906 2.26837771 0.73995335 0.25859265
0.40709975 0.20986245 0.03964072 4.58409635 1.00845327 0.24207337
0.79422191 0.69449112 0.02995048 4.63922674 0.97348661 0.11292367
0.46434015 0.91117094 0.03205990 1.83604437 0.95603350 0.03263222
0.24056132 0.59646491 0.01231916 4.20917350 1.22093714 0.08201864
0.89939786 0.57191135 0.02946363 2.94523346 1.17203191 0.15744024
0.21380290 0.62989307 0.02744194 3.88831747 1.07762428 0.25674066
0.48392377 0.38524707 0.01929939 2.36613095 0.77215450 0.04410727
0.51688256 0.94717218 0.03019042 1.72027062 0.75232172 0.07924276
0.29088504 0.02649376 0.00508806 4.25934090 1.17303853 0.12544011
0.48931447 0.25332703 0.03017111 2.77130210 1.06775979 0.22605368
0.78217790 0.65777675 0.01680836 2.01003865 1.02168127 0.07758629
0.51169583 0.07241682 0.02814172 2.67357906 1.08313601 0.23635691
0.51856749 0.12627106 0.01477757 2.54145482 1.04644322 0.27803799
0.32187141 0.91961634 0.03560872 2.49701550 1.05968055 0.08772578
0.95381532 0.47160613 0.03057071 2.22032204 0.79557210 0.21559831
0.72999064 0.24972545 0.01166643 4.54948026 1.02564570 0.16671124
0.76651698 0.68589893 0.01878987 2.21438095 1.11352982 0.03844538
0.36039055 0.19303007 0.02203295 3.34216478 0.90665886 0.07722228
0.71794925 0.98663738 0.02609181 2.98438144 1.28098545 0.08208148
0.26333073 0.74183490 0.00912567 2.01447792 1.01190611 0.05851075
0.96859024 0.02280032 0.03667847 3.33591848 1.23433123 0.03218443
0.49089516 0.67767742 0.01395591 1.82609011 0.80386455 0.05152306
0.73223294 0.59951395 0.03731892 4.52719116 0.84165438 0.13633248
0.28649880 0.17674404 0.02185326 3.05184125 0.94111040 0.05032887
0.92484260 0.21018674 0.01309278 2.95332407 0.73535999 0.20041720
0.89879184 0.00235601 0.02913809 3.25037774 0.90244526 0.18369768
0.83296056 0.98672777 0.02088590 2.45220815 0.94137829 0.10721855
0.64685635 0.37013395 0.01254401 3.53654599 0.85868791 0.19605305
0.36742512 0.12732278 0.02817857 1.87647645 1.10327573 0.01274686
0.62277007 0.93141825 0.01732163 2.44623019 1.19964529 0.23797490
0.82397582 0.60144896 0.01564579 3.78998680 1.06198858 0.22414458
0.84575707 0.87934409 0.02428831 4.00175437 0.95669027 0.12324239
0.89439341 0.93948284 0.03943763 2.38523846 0.70992452 0.16605804
0.23101145 0.67089129 0.03510376 1.91675735 1.23476594 0.01381437
0.66990573 0.82031948 0.02400706 4.09016153 1.20890171 0.17713993
0.25377521 0.27056411 0.01438256 3.31780820 0.87259343 0.23894766
0.95471032 0.40358479 0.02439782 2.72433073 1.09032011 0.09648953
0.37665611 0.75017315 0.03556181 2.44256078 0.78390387 0.19054706
0.94917043 0.58946959 0.03713592 4.77357899 0.96556995 0.07890276
0.54560673 0.58525589 0.00636684 4.50808930 1.04894679 0.07423952
0.67855508 0.85933597 0.02358590 3.19932926 0.79727491 0.24871148
0.44371480 0.12643363 0.00940456 3.81220920 1.04602242 0.29834644
0.74013915 0.76319205 0.01656366 4.54605010 1.24284228 0.18127687
0.33484517 0.55770600 0.00721258 3.05917128 1.11440547 0.01371218
0.45319894 0.91308416 0.03290281 3.59393292 0.82880277 0.17278034
0.73533956 0.24018056 0.03224712 3.04202945 0.75556270 0.24218592
0.27712477 0.39334603 0.03168089 4.43597792 1.19617789 0.29493732
0.31050830 0.52916822 0.01421748 4.45138096 1.18777791 0.15351610
0.56129800 0.97955465 0.02435865 3.97075782 0.83057616 0.17674402
0.20797067 0.28725632 0.01629674 4.48353087 1.26799586 0.29012045
0.62159443 0.60175108 0.01570452 2.11222758 0.73977880 0.27181180
0.59947905 0.44263384 0.03407965 2.26926791 0.83959670 0.26609937
0.97522449 0.69037970 0.03872001 3.55546515 1.11428539 0.28300623
0.73289347 0.23448306 0.02475283 3.52138269 0.71178071 0.07129654
0.22085628 0.83960585 0.03478859 4.03423876 1.20185698 0.11962895
0.22612362 0.90329477 0.03725455 3.92356131 1.22054521 0.06639200
0.32004798 0.65490646 0.03781639 1.72887926 0.89616279 0.26368663
0.24961341 0.30729609 0.02888350 3.29373111 1.00451753 0.15071970
0.80857866 0.75792848 0.02812595 3.69713271 1.06251362 0.25187386
0.67030770 0.36085859 0.02261151 1.90653280 1.07465670 0.22010485
0.51448896 0.39912278 0.03109778 3.80157145 1.17291935 0.01565527
0.86649114 0.21794192 0.01810431 3.93298626 1.10934034 0.01807888
0.84706896 0.43881069 0.01381157 1.75112761 1.11209441 0.01518792
0.92222729 0.95746062 0.03206647 1.61144875 0.81935903 0.27152431
0.30571762 0.30250959 0.02097073 2.44222916 1.29354985 0.09382663
0.61389097 0.56712366 0.01108784 4.20641295 0.99922033 0.08332878
0.43294780 0.08100259 0.03798793 2.81507041 0.97243349 0.10517510
0.76767994 0.36261451 0.03952887 3.30117914 1.20402544 0.12253625
0.84445667 0.41831656 0.00633176 4.75383011 1.15592450 0.10107865
0.86036486 0.59896726 0.02747539 3.80702911 1.19384359 0.19882350
0.80336965 0.13062785 0.03933307 4.59777850 0.99457211 0.16179242
0.72000308 0.53130747 0.03952127 3.87554520 1.29076429 0.23845383
0.70060011 0.74706931 0.03248295 2.28193632 1.14317940 0.25518882
0.54629908 0.94296427 0.03296392 1.66887454 1.03038637 0.23773676
0.99939203 0.50948587 0.01638258 2.42599495 0.85398111 0.03063303
0.92685163 0.43339001 0.02906154 2.00305314 1.04237785 0.04786391
0.76737360 0.53439390 0.02092233 3.72141903 1.01830720 0.07291089
0.49100602 0.12439397 0.03079563 1.75876642 0.81664437 0.19428699
0.76425383 0.06604964 0.02194654 2.42715264 1.09641170 0.19422381
0.73602797 0.20081076 0.03305944 1.65997866 1.06288884 0.21242172
0.86966956 0.52720583 0.02703411 1.85787578 1.02490748 0.06562107
0.76134618 0.94935487 0.03303661 4.09292125 0.90206869 0.01563693
0.37868581 0.40972090 0.03341337 4.03041125 0.78300853 0.03320625
0.33793753 0.02335827 0.03641200 4.23192534 1.13823195 0.03814198
0.64246552 0.68352283 0.03136273 2.47693601 1.10694922 0.05914653
0.32449055 0.72414076 0.02087218 3.76940400 1.14977407 0.18768124
0.91550578 0.65696473 0.02634041 2.32535072 1.04338853 0.29956730
0.37047439 0.12381050 0.03175096 2.90019359 0.94004447 0.26834941
0.54461792 0.66073471 0.03586631 2.81130108 0.90531326 0.24661546
0.80423275 0.11996689 0.01556363 2.79115803 0.88619183 0.05532515
0.65472359 0.00710824 0.02133448 1.99734117 0.90390644 0.08655975
0.43727316 0.31362309 0.00787519 1.89433223 0.97549549 0.07814369
0.56364477 0.30114736 0.01720605 1.70675236 1.15721210 0.24376206
0.71206495 0.42502451 0.02486532 2.40504114 1.04633206 0.26901490
0.32139944 0.98172370 0.00548021 2.52306895 0.81580351 0.05337383
0.56847890 0.16305667 0.02571559 4.92092558 1.21136871 0.16539669
0.78170000 0.08771010 0.01759783 1.93699934 0.90040213 0.20731730
0.29749146 0.92367328 0.03586233 2.47154883 1.18081755 0.12902539
0.88454082 0.44140998 0.03869910 3.48259482 0.82916869 0.01757130
0.38136588 0.51969405 0.01793660 3.99928306 1.19690852 0.16674199
0.42032918 0.50351479 0.01530787 2.91687734 1.23461369 0.28889975
0.90387048 0.90548508 0.02092019 4.21433368 0.89406640 0.02809701
0.77257482 0.42257607 0.03938016 2.26613189 1.24555966 0.10321607
0.65894302 0.96227389 0.01117964 3.23967167 0.70610569 0.09097027
0.65763517 0.67581531 0.02198782 3.86610349 1.00814219 0.09600188
0.72385729 0.18705482 0.01333403 4.16429879 1.13404349 0.06175246
0.33059199 0.50410336 0.02750017 4.71449790 1.28210638 0.24036136
0.42229677 0.76617671 0.01009021 2.76210065 0.82694867 0.06139453
0.81239562 0.95109562 0.02843063 4.08591473 1.13225512 0.08884214
0.33073056 0.50223857 0.02461197 4.10611565 0.82807236 0.06486257
0.35276812 0.08422558 0.01924544 3.56640605 0.93305427 0.11643126
0.64278000 0.81264128 0.02316654 2.99687450 0.92772595 0.17108636
0.92731936 0.51785518 0.03885989 2.35064728 0.80974878 0.06809673
0.61748074 0.15605022 0.03599915 2.46827751 0.85896716 0.13952472
0.60654580 0.36375201 0.03137855 1.82648942 0.83104497 0.04907454
0.61348628 0.24752038 0.02822669 3.43919423 1.15323761 0.07207761
0.64592485 0.04817413 0.01256755 3.78090109 0.91419469 0.08004058
0.62525944 0.32556421 0.02290624 1.84578451 1.22262231 0.10418271
0.32843808 0.19787492 0.01191373 4.47459685 1.25372195 0.01321891
0.55932533 0.47608159 0.01961162 2.53633197 1.14017985 0.16263400
0.45278710 0.25037015 0.01975749 4.88041511 1.03123444 0.10411442
0.72281542 0.96756396 0.02231669 1.96730329 0.71781153 0.14373518
0.83166648 0.28972476 0.02404294 4.42850460 1.15800404 0.22763441
0.38625278 0.80074894 0.01721283 4.08717023 0.81340743 0.22560808
0.66371455 0.61660867 0.03046925 1.78754783 1.05807250 0.13397808
0.78619495 0.93662593 0.01872201 3.48677387 1.12346146 0.11229605
0.24527556 0.30456328 0.01164388 4.61940365 1.17945495 0.25332861
0.81916191 0.88540082 0.01716446 2.13937780 1.20851038 0.12523880
0.30297063 0.39563996 0.03145952 2.00838667 1.17746828 0.10973486
0.68816406 0.58762188 0.01484875 2.47904354 1.29368350 0.01809591
0.35332698 0.61184365 0.02450817 2.98979528 1.03155990 0.26753315
0.78791455 0.34516474 0.01079582 3.45752098 0.72558421 0.23257370
0.71319210 0.56066599 0.01854525 3.27946620 1.29139114 0.16590329
0.38012840 0.82789171 0.01206882 4.20997170 1.12218190 0.12692786
0.79961470 0.29443257 0.02256089 3.53694517 1.19307141 0.27868327
0.98471881 0.05374568 0.01567712 2.66729247 1.18248831 0.12741874
0.60097164 0.53657778 0.03037271 4.13472640 0.71811698 0.07703474
0.61462547 0.10832746 0.02014189 3.55772905 0.99326063 0.29805648
0.63924576 0.35840056 0.02305024 1.98493300 1.28158603 0.26746496
0.65617043 0.18764344 0.02912202 2.63698188 1.25878750 0.28367680
0.84834216 0.20391406 0.03271382 2.46268479 0.85954407 0.29041550
0.77399478 0.81701395 0.01308015 3.76130221 0.78050091 0.04777429
0.50230378 0.13207833 0.03396939 2.26078432 0.94505677 0.23111711
0.32691541 0.08000594 0.02393740 1.99622283 0.83952886 0.12579649
0.27150036 0.30443882 0.03327063 2.65755644 0.80094859 0.05199321
0.99228725 0.57065106 0.03115525 1.62453749 0.72536329 0.13383904
0.70229456 0.07793105 0.01567827 3.43184718 1.24101289 0.21434280
0.95463933 0.36606085 0.02696293 2.48175263 0.87233131 0.16350096
0.61822172 0.83753344 0.03051341 3.72231975 0.96615096 0.06934734
0.81688220 0.35183275 0.03511059 4.08304946 0.79479530 0.06194060
0.90541762 0.83431584 0.02350455 3.74604839 1.23223308 0.10565161
0.55982311 0.28026004 0.00807135 3.23197245 1.20513922 0.15605351
0.52791717 0.53375307 0.00666035 1.86468184 0.98714685 0.01707118
0.23278496 0.49911126 0.02210775 3.07355423 0.94034482 0.04880395
0.50775358 0.06398553 0.02363170 4.61094125 1.03255302 0.29511054
0.41371621 0.01724768 0.02331936 2.26542612 1.18632319 0.21751948
0.84862957 0.00879221 0.01610580 4.44444546 1.15237779 0.25219827
0.85708105 0.76525991 0.03598307 3.48491331 1.07499506 0.26406216
0.34493178 0.08715305 0.01589924 3.19884293 1.09933317 0.12430746
0.23391132 0.21647161 0.01942880 3.36952341 0.93438980 0.11938076
0.32178861 0.83577920 0.01099738 2.84293289 0.97782733 0.01975312
0.71603060 0.68629136 0.01792610 4.59617173 1.18482405 0.24592666
0.30452899 0.19499105 0.03342082 2.18272993 0.93377152 0.13002003
0.53356350 0.41112322 0.01111527 1.75907485 0.81229291 0.13814808
0.39174690 0.10210611 0.02673052 2.14858127 0.87909208 0.13400282
0.74647095 0.72650715 0.03901124 4.22890765 1.16271117 0.06021732
0.79683718 0.95022214 0.02333698 1.71609148 1.21489794 0.07559455
0.41277365 0.63453667 0.03283023 1.66918192 1.13744106 0.21031598
0.40400917 0.28383401 0.02700145 2.99168866 1.19396492 0.25126649
0.77324115 0.51991165 0.03419757 3.29860500 0.83597183 0.06532030
0.47615714 0.14329718 0.02968664 3.14626792 0.80099152 0.28177438
0.42544377 0.84034015 0.03663331 2.76286473 0.97995291 0.22182841
0.99688615 0.56799080 0.02367952 3.37541448 0.90930999 0.25330241
0.37164966 0.07062286 0.02288447 2.05637772 0.81837592 0.21067250
0.30191735 0.32211182 0.01399364 2.74049832 0.80377172 0.28072855
0.44468559 0.01634773 0.03737073 2.12031838 0.75597269 0.04203163
0.22191119 0.54362554 0.03314972 2.38004721 1.08758546 0.26766044
0.56863337 0.14536778 0.03927988 1.78422845 1.06814555 0.27345137
0.90301155 0.90800729 0.03922324 3.23854553 1.06042039 0.21265919
0.89544123 0.86480591 0.03186136 4.25217654 0.74864812 0.29636953
0.86349910 0.38191422 0.03149365 3.94309346 0.83229948 0.23554350
0.85924241 0.81291206 0.03205062 2.36227339 0.91114846 0.13734638
0.68162833 0.74951856 0.02065526 2.64417356 1.20228411 0.17775100
0.79475097 0.77574942 0.03037107 3.61654088 1.13301113 0.19098021
0.26366428 0.53266211 0.03755847 3.15123967 0.88128040 0.17086230
0.74801206 0.91389076 0.03366123 3.20697611 0.80611512 0.21580449
0.45006183 0.01174601 0.00661083 4.24307220 1.20925078 0.02216771
0.87951377 0.03092561 0.02911904 1.83630414 0.72104134 0.29569144
0.43280424 0.55804938 0.03957595 2.96651512 0.81484913 0.10706066
0.89654348 0.37323703 0.01403533 1.75465280 1.15567858 0.08569183
0.66293728 0.93595026 0.03592785 1.77449447 1.25791499 0.16418878
0.22867746 0.10849608 0.01136390 1.83704307 0.77128469 0.27825569
0.24643300 0.61705811 0.02341187 3.70431981 1.23609936 0.27063240
0.45913376 0.69384339 0.02352261 3.23239696 1.26698986 0.06383992
0.53126791 0.15324120 0.03059150 2.04041568 0.94938536 0.20184390
0.24887157 0.43366894 0.01970035 4.42883700 1.11909091 0.29377151
0.74314355 0.02706189 0.02168730 4.44128627 1.27587826 0.22934560
0.44158508 0.76069346 0.03621711 2.11172609 0.98325589 0.11936209
0.70537506 0.97984488 0.01645099 1.80138350 0.70801274 0.21217054
0.75906665 0.10478496 0.03560498 2.84330597 1.22384656 0.19583312
0.38612047 0.52982817 0.02027119 4.13897259 1.12973615 0.24570789
0.83485402 0.82281965 0.03594779 4.37473050 1.22883987 0.26573037
0.34066301 0.91154137 0.02142651 2.05806590 1.15150891 0.06745550
0.72810605 0.37846298 0.02398272 3.66965890 1.22781423 0.26828565
0.29219205 0.14689551 0.01594912 4.19503455 1.25861153 0.11882966
0.99926884 0.87998113 0.03675569 3.75502943 0.94168704 0.14224247
0.85362944 0.20789765 0.02109808 3.97525837 1.00714082 0.28057902
0.82431614 0.77251832 0.00590514 4.53127022 0.97636441 0.08723421
0.34617339 0.06973756 0.01557155 1.69088988 1.16557089 0.07082154
0.88653556 0.27896172 0.01901136 4.88263349 0.88822059 0.10114815
0.23339495 0.19734961 0.01123238 1.84513891 1.10397495 0.29243734
0.86406278 0.56760129 0.01483235 3.34188537 1.06828633 0.09189190
0.44826861 0.98475312 0.00701063 1.61409690 1.18607110 0.03722378
0.34243255 0.26109602 0.02769019 1.70497386 1.22993110 0.06920420
0.99635364 0.61484292 0.03130653 1.69741910 1.09140686 0.16385622
0.58397156 0.06330430 0.03190343 4.89982874 1.01705344 0.02000843
0.54646460 0.09001699 0.01230404 4.08795875 0.70575849 0.22602913
0.65632029 0.57692982 0.01777566 2.10273183 1.22791706 0.18487831
0.82682293 0.10889866 0.00587345 4.89348120 1.18648334 0.03938352
0.27524245 0.27556056 0.03535055 4.01181356 0.91704072 0.29286683
0.56033371 0.39637823 0.02434814 4.61539397 0.92016175 0.18517813
0.34179914 0.73470953 0.02384538 3.64670274 1.13259672 0.23177791
0.83188018 0.13105278 0.02045309 2.43014693 0.97406137 0.17444839
0.96268765 0.30362525 0.02016263 2.27778548 0.81539576 0.29724046
0.62717489 0.69779533 0.02109283 3.08506986 1.14655422 0.07661581
0.25420959 0.92587647 0.03989005 2.06217462 1.28800189 0.12908804
0.39018609 0.90298178 0.00728052 3.09388664 0.70260060 0.06491689
0.48812619 0.06098906 0.01532786 2.65269082 1.26643157 0.29881781
0.55632964 0.06275908 0.03877141 3.12610785 1.21391821 0.03027687
0.67940522 0.01939870 0.03000369 3.83788947 0.95383455 0.27442439
0.24126791 0.11313265 0.02733017 2.93671460 1.08578696 0.09659881
0.29169885 0.75511720 0.03578158 2.63137342 1.29980360 0.28789513
0.31267256 0.85336353 0.02182022 3.59882741 0.85013603 0.29844009
0.33667952 0.83174766 0.03657650 2.87504793 0.80076008 0.10088712
0.59967171 0.26540696 0.02924739 2.04392918 0.93800303 0.29251578
0.61937523 0.73181230 0.02746409 1.94596937 0.85213466 0.24723307
0.75576355 0.06987723 0.01003494 1.83519767 0.82904076 0.25432554
0.98111133 0.61673210 0.03674941 2.18002274 1.07310046 0.21610782
0.52441277 0.46808110 0.03790783 4.29037913 0.77363992 0.14190024
0.89312728 0.44253174 0.03554955 4.61733751 1.21593064 0.24521985
0.32783655 0.08494005 0.00893190 3.90368214 0.99607572 0.25711241
0.74369660 0.83482669 0.02420036 2.59137709 0.72228308 0.10245061
0.75208143 0.70854435 0.02842958 3.22041467 0.71742629 0.17793899
0.44675937 0.07780231 0.01668985 3.41367889 0.78992744 0.14173282
0.32371426 0.48905404 0.01526070 2.05583416 0.77136641 0.17285898
0.81345542 0.84426340 0.02164855 2.53283389 1.01381636 0.11486800
0.22457553 0.54803516 0.03605900 3.91839553 1.07185018 0.16909940
0.50369453 0.61765076 0.01647507 3.96496229 1.01590735 0.26326266
0.50046751 0.39432672 0.00949904 2.39482280 0.73204122 0.06619536
0.88685668 0.62274186 0.03346567 1.85691761 1.04777057 0.24412266
0.98114686 0.87093991 0.03476324 3.26886260 1.22294191 0.12713754
0.71597889 0.40763198 0.01386888 3.40794379 0.80897538 0.19178903
0.92049602 0.85363018 0.03547525 3.97903321 1.23816281 0.17302904
0.66743493 0.31941585 0.03061847 4.40709589 0.71918970 0.28168669
0.29588721 0.80502458 0.01366167 2.42731815 1.09538095 0.14736786
0.25637822 0.59530956 0.03990536 3.18557732 0.79848612 0.15905349
0.24227961 0.94279297 0.02736992 2.80931666 1.06851412 0.10035988
0.27864563 0.19902930 0.03143455 4.12577169 0.70819800 0.14647140
0.76799990 0.72514698 0.01356976 4.14495784 0.88935445 0.13682951
0.35234699 0.55819617 0.03792145 1.93115385 0.81821006 0.27855629
0.59812122 0.94671089 0.02472689 3.31453267 0.98304798 0.23958673
0.23518097 0.93287570 0.03235587 2.60552864 0.93498510 0.07555261
0.54498632 0.50647581 0.02961613 2.27865123 0.77647969 0.01581818
0.41760265 0.51935709 0.03518616 2.72289761 1.15379481 0.29991198
0.95947897 0.28668179 0.02471953 2.24344846 1.27909470 0.28342540
0.34582134 0.13647795 0.00824167 4.28122447 0.99749079 0.16715813
0.71535369 0.79490073 0.03070616 3.64965313 1.13883467 0.22397071
0.68069551 0.02700848 0.01191846 2.51429044 0.85667507 0.17746881
0.79531406 0.41821147 0.02064198 3.51636148 1.21412415 0.25428632
0.82409316 0.04576332 0.02000818 4.98777845 1.29454652 0.21989742
0.44014679 0.60985385 0.02248996 3.14430655 1.07274082 0.17189865
0.92030449 0.52895969 0.03870011 3.07095984 0.96174861 0.22778595
0.44206146 0.23071582 0.03753106 3.10543579 1.10070165 0.02224883
0.31675198 0.83053001 0.03105818 2.08969693 1.18153472 0.11567311
0.93394029 0.20894401 0.01824865 1.69899299 0.79787077 0.19473408
0.34083531 0.38035026 0.00922725 2.02713512 1.07680184 0.08295627
0.24116127 0.44095850 0.01535542 4.03224112 0.97223475 0.17949390
0.52529999 0.25809798 0.03744047 1.95769359 1.15429988 0.15056630
0.37317922 0.79351315 0.03978367 3.69242840 1.19237348 0.14786745
0.32209830 0.35930254 0.03180819 3.22147338 1.02606905 0.09911348
0.86942385 0.10633786 0.01949232 2.91437562 1.13120562 0.04052788
0.46500676 0.08821910 0.00989024 4.99135894 0.97767533 0.22992116
0.86522492 0.24883658 0.02731566 3.37283019 0.70357446 0.10951598
0.80939616 0.59934720 0.01155055 3.52769562 1.18600027 0.06688644
0.75554685 0.47193617 0.03488978 4.33754256 0.91846860 0.14592324
0.91391745 0.94443333 0.03522973 1.77374083 1.06653716 0.14500749
0.21751458 0.02167109 0.00933560 1.62838454 1.07818050 0.23724149
0.43435783 0.41985962 0.03078764 2.24077543 0.70667728 0.12793087
0.40691992 0.64072210 0.01589283 3.17026268 1.07284676 0.11820011
0.37641976 0.90686462 0.01716139 3.81108715 1.26947146 0.04654986
0.23563951 0.08635794 0.02562723 4.90255411 1.07326479 0.24638004
0.63152961 0.57137089 0.02346638 3.13972329 0.94706456 0.17742767
0.80164314 0.11247956 0.02382194 4.24631461 1.14359800 0.13975132
0.23974459 0.65437481 0.01916470 3.66326320 1.03249880 0.01482876
0.67584507 0.02504040 0.01319187 4.94400167 0.82329213 0.05678113
0.84159728 0.04531386 0.02976188 4.14794359 0.73334266 0.06503883
0.98662560 0.75889478 0.02260552 1.79403602 0.79927246 0.28030693
0.31707309 0.08612349 0.01782714 3.30623306 0.89746922 0.22120305
0.22363318 0.30838184 0.02956803 4.43187826 1.00761983 0.12476402
0.98985746 0.50251500 0.03878540 2.65436508 1.02910811 0.18631395
0.58127096 0.55277114 0.01046059 4.07188830 0.80832529 0.07195266
0.60035418 0.02584530 0.02316428 2.51535485 0.90807291 0.02845635
0.98923695 0.45081623 0.01711828 1.83583465 1.15719154 0.18223921
0.40099693 0.48435673 0.00689204 4.44939388 1.15706854 0.03130451
0.78264356 0.29920866 0.02857096 3.48414400 1.09764948 0.24507509
0.85094211 0.30606988 0.02621567 4.46494226 0.70041319 0.06899281
0.43555919 0.21702315 0.03023345 2.08434771 0.88825236 0.18137663
0.86666754 0.26189281 0.00846608 2.02561547 1.20758477 0.06981540
0.87409812 0.70152904 0.02696893 1.68959854 0.76623705 0.24413959
0.80534126 0.02838830 0.00584824 2.19713413 0.96521106 0.08677460
0.85593904 0.69205173 0.03815524 2.20911160 0.77980818 0.16150466
0.27698636 0.95822757 0.03985850 2.75020880 1.26255612 0.18874913
0.66545894 0.64845582 0.01181029 4.34579342 1.17846619 0.09629967
0.83569947 0.29189345 0.03375576 4.52013407 0.94321010 0.12174728
0.62594270 0.81026678 0.01033082 2.18688870 0.71231967 0.13441124
0.33021319 0.61332673 0.01049928 4.39425199 1.20462431 0.02205281
0.31150314 0.38699796 0.02243209 2.74869651 0.76795965 0.04065366
0.55242119 0.97794343 0.02871258 2.36073015 1.23941878 0.01424316
0.80552893 0.21772395 0.02372103 4.27061282 1.01184452 0.03895784
0.50110927 0.22680805 0.02492464 3.47201406 0.88119439 0.27224594
0.91469394 0.28190308 0.00829241 3.25246958 1.12929085 0.02931315
0.26104977 0.39734452 0.02277356 2.21192276 0.81037849 0.19573725
0.64961168 0.37148942 0.02436446 2.70802580 0.86989931 0.13766221
0.37267862 0.54325273 0.02697638 2.10176915 1.24693268 0.21323889
0.72040576 0.69577184 0.02303951 1.73226547 1.23294344 0.17383975
0.95184043 0.04825047 0.01379441 4.19404192 1.19356125 0.29541990
0.63183074 0.37915867 0.03772874 2.88953448 1.18277087 0.28495160
0.67512469 0.82859660 0.03014183 1.94227603 0.81692930 0.10290045
0.86932456 0.04897839 0.03767846 3.62298823 0.87498896 0.10967130
