# h        omch2      ombh2      ln(10^10*As)    ns    tau
0.65315814 0.10077810 0.01527561 2.14448722 0.78507207 0.19691296
0.64223889 0.20733785 0.01431359 1.96300902 0.90720891 0.11743657
0.61759977 0.09829062 0.01574547 3.16374884 0.89056935 0.24881943
0.60142212 0.16727242 0.01505940 2.35259563 0.98484277 0.21671710
0.75765576 0.06427202 0.02428239 3.40280217 1.05156132 0.14679892
0.66920012 0.10279105 0.02658659 2.19307227 0.83031209 0.07439720
0.69164027 0.15343027 0.01390612 3.27258328 1.00065992 0.16035913
0.61992276 0.07747326 0.01531359 3.17555369 0.83351095 0.15983568
0.68962269 0.15995982 0.01163655 3.99035984 0.96300985 0.20885012
0.79683909 0.08423657 0.02978238 2.38600410 1.08029855 0.14116217
0.60300027 0.11110036 0.02558108 3.30403331 1.04234379 0.03214956
0.65249945 0.06460047 0.01805929 2.13607516 0.86072220 0.23609534
0.77301670 0.14585017 0.02209170 2.74181015 1.00919620 0.11732611
0.68407362 0.07159559 0.02879922 2.75042946 0.79001513 0.22558668
0.69503641 0.09386644 0.02956493 2.63935465 0.81160282 0.09993623
0.65996936 0.10361883 0.01485467 2.77873679 1.06073524 0.09317754
0.70230686 0.19035449 0.02873840 2.41927757 0.95994494 0.16927749
0.79597657 0.10718238 0.01302802 3.99300392 1.07585313 0.10654044
0.66530257 0.19947005 0.03028454 3.89540633 0.90830885 0.03563934
0.60930989 0.15165115 0.02845099 1.98239647 0.89723285 0.03596240
0.74628426 0.19469745 0.02367462 3.96358727 0.84047559 0.08941005
0.71723349 0.04601547 0.01581783 3.74832198 0.93949148 0.17702079
0.68986099 0.14478399 0.01301107 3.03404415 0.92114444 0.20795169
0.71241827 0.06403902 0.02965302 3.84662313 0.97889562 0.07673235
0.78366025 0.18136572 0.01617447 2.46128846 0.92790955 0.22513183
0.80740587 0.13850330 0.02085362 3.78854241 0.95768264 0.01937416
0.60433814 0.16442941 0.02871671 2.06426277 1.05226151 0.05885090
0.72633677 0.12832412 0.01360764 3.07846824 0.83634526 0.14755428
0.77647998 0.11426428 0.01189586 4.03464325 0.88127741 0.02699440
0.65667036 0.07404051 0.02699936 3.06365571 1.05032387 0.13518213
0.64196629 0.09164707 0.01001549 2.06184890 1.03760441 0.22313932
0.80959947 0.09800146 0.01355099 2.40689551 0.97474482 0.02087827
0.70958656 0.18075597 0.01739281 3.66609440 0.82996398 0.17281571
0.63924907 0.06501958 0.01594987 3.09141393 1.10240245 0.13046082
0.69958929 0.20454830 0.01279146 3.80922627 1.03297714 0.13287937
0.69137526 0.07997862 0.01775100 3.15353597 0.91214334 0.12257011
0.79798154 0.12416605 0.01350654 3.21232769 1.01559577 0.23071928
0.73578372 0.07565156 0.01017190 1.98691904 0.93119517 0.25730199
0.60085840 0.11397771 0.02904198 4.08418590 1.08584336 0.15304150
0.59159067 0.07283822 0.01173786 3.51271263 0.83475617 0.19603564
0.80129764 0.05290137 0.02420152 3.44235961 1.08453962 0.19839975
0.60114509 0.15717290 0.01051198 3.51797822 0.90913029 0.22229573
0.64707796 0.07930344 0.02176953 3.18790658 0.83219069 0.09168210
0.80045812 0.07830406 0.01323197 3.86982804 0.97804857 0.06924017
0.77518221 0.14154623 0.01164264 4.02199490 0.96331235 0.15373035
0.63329823 0.18878283 0.01492309 3.00512933 1.08413204 0.22341965
0.65007248 0.11675873 0.01375348 3.38148977 1.02357003 0.19811399
0.69578213 0.08058667 0.02793098 3.69339381 1.03569072 0.14962448
0.66647881 0.19911035 0.02906950 4.05769015 1.10336096 0.02934398
0.59421896 0.14985715 0.01212600 2.08422916 0.87397410 0.21584732
0.61924762 0.17707432 0.02599242 3.88582902 1.02993058 0.02529343
0.61959354 0.11342768 0.01641549 2.42218429 0.94616458 0.12396314
0.59995761 0.09068254 0.02211867 2.65515121 0.84142258 0.21525113
0.65288956 0.16520712 0.01105716 2.14002147 0.95743222 0.18503706
0.73453985 0.11698114 0.02507070 3.57929288 0.88192099 0.02439797
0.67709295 0.19395026 0.01645933 2.35069352 1.09315946 0.15846400
0.79203685 0.16555805 0.02638956 2.91103164 1.07646182 0.21977371
0.63655655 0.09947727 0.02431106 2.00529695 0.83888122 0.01078833
0.72861459 0.19831710 0.00987196 2.17320511 0.92295801 0.01952088
0.72182403 0.18055662 0.02475459 1.92965846 0.81246453 0.01841653
0.60706939 0.07225236 0.01978033 3.67205273 0.80940691 0.12270177
0.76936212 0.16902126 0.03026563 2.83328792 0.91498074 0.15325666
0.76183340 0.10933280 0.00995397 3.11268218 1.04788699 0.10185652
0.73198307 0.15870408 0.02086622 3.79322373 0.98522728 0.17689767
0.71399603 0.14996853 0.02215235 2.70620774 0.96686002 0.07203069
0.75326970 0.08291919 0.01296699 2.98292103 1.11134786 0.20021540
0.70126112 0.15400449 0.02983880 3.86715224 0.95619812 0.08876063
0.73268755 0.10445194 0.01676609 2.04180393 0.84958346 0.04189367
0.67291973 0.11297880 0.01551938 2.05337209 0.94093353 0.12927892
0.73010977 0.10107821 0.01806562 3.55552536 0.85247161 0.15540805
0.78471692 0.08860555 0.02813058 3.02461004 0.78866317 0.18129839
0.66769466 0.18755457 0.02035389 1.99994474 1.08057152 0.08989638
0.63589636 0.09109562 0.02180152 2.97648385 0.96088129 0.19058216
0.71691792 0.05925664 0.01543862 3.19408602 1.04034157 0.15964680
0.68080701 0.14369852 0.02619400 3.92637093 1.06824639 0.02209825
0.59526168 0.11199981 0.03036793 3.42745996 1.02845374 0.00839512
0.68913348 0.11119786 0.01380009 3.81431832 0.89972131 0.20471526
0.69846536 0.10966225 0.01840126 1.98027261 0.88435868 0.22372918
0.59466890 0.10160946 0.02851022 3.98724855 0.98981606 0.09748040
0.77848859 0.10331619 0.02126197 2.53561783 0.78745619 0.11611552
0.67621389 0.20343098 0.01059823 2.81033027 0.83781535 0.07389027
0.75964291 0.18752868 0.01390263 3.16935305 1.00835451 0.12463333
0.78934573 0.07590151 0.00984261 2.32177762 1.06027223 0.24965421
0.76492968 0.12373089 0.02366251 3.63641210 1.03260438 0.16510008
0.75496324 0.05256039 0.02505097 3.00710425 0.87525622 0.10265436
0.71470459 0.09136481 0.01761320 4.07631972 1.03179352 0.19901108
0.59146778 0.11224037 0.01152897 2.44986371 1.04602743 0.23851949
0.71058814 0.10153942 0.01567005 3.56510120 1.03908177 0.14241619
0.71926152 0.04630330 0.02595476 2.03457302 1.04988189 0.21941500
0.73403700 0.09311373 0.01358055 3.93077970 0.81628654 0.09554449
0.71343275 0.17516768 0.00935140 2.81691775 0.81219266 0.16113867
0.59731322 0.14396284 0.02859414 3.78566835 0.89026534 0.11321916
0.72903715 0.16348706 0.00936702 3.18108761 0.80362782 0.05645652
0.63178617 0.18901734 0.02961343 2.09828112 1.05264962 0.12170795
0.79006484 0.09991728 0.02447427 3.09519626 0.99628661 0.14399639
0.61113109 0.05857922 0.01137252 2.76863019 0.90956881 -0.00116609
0.71324213 0.19788756 0.01099584 2.96527106 0.84701714 0.19643285
0.61146957 0.16648556 0.00980752 3.61184759 1.08155672 -0.00015354
0.67413703 0.07533990 0.01725915 3.97935595 0.87345591 0.24004913
0.68788761 0.18404723 0.01211705 3.30655944 1.05653126 0.10249693
0.63027770 0.12036052 0.02034698 3.05980890 0.91247352 0.20625367
0.60529391 0.08878651 0.01238425 3.41526467 0.87053667 0.13565095
0.64892984 0.18538530 0.02767026 3.37063215 0.91156187 0.24941527
0.78440831 0.10231903 0.01681706 3.75331931 1.08076435 0.16962631
0.69641621 0.05663179 0.02354247 4.05545218 1.07279904 0.09920111
0.75899959 0.06363634 0.01633487 2.81813569 0.78768345 0.24280400
0.67625134 0.12803095 0.01118373 3.75561705 1.06396555 0.04065463
0.62446356 0.05220484 0.02491959 3.89131062 1.01291558 0.20446959
0.70218268 0.08379600 0.01374589 3.41277562 1.07321791 0.06973832
0.61156068 0.14429500 0.01282654 3.05331210 1.04725988 0.00743910
0.78182421 0.13134711 0.01817780 3.01399837 1.00446295 0.16169172
0.75161214 0.16054896 0.01274464 2.66721328 1.01648363 0.00716566
0.63896894 0.18208395 0.03022331 2.29158113 1.01399092 0.21292538
0.72812841 0.05192455 0.02388539 3.23967839 1.10432265 0.04476060
0.77400982 0.19019228 0.02679374 3.54943044 0.96202280 0.10462717
0.63697926 0.04729373 0.01714119 2.07331885 0.87704249 0.14696955
0.79081729 0.10060100 0.02398558 3.61969070 1.07838542 0.25638937
0.62631532 0.12350653 0.02817330 3.87253677 0.99380019 0.01872695
0.73956978 0.19199987 0.02764090 2.12716514 1.00444247 0.19925739
0.67817799 0.17937218 0.01310728 2.93884510 0.85017199 0.07950624
0.60073008 0.07264959 0.02300684 3.76247914 1.11273790 0.00547305
0.74186767 0.10201326 0.02119424 2.00766967 0.95327556 0.04924537
0.72943732 0.09358650 0.02022332 3.55743481 1.00574519 0.23477489
0.74880881 0.19500423 0.02844273 2.95198801 1.10777889 0.11022646
0.78829683 0.11562878 0.01817370 3.60411081 0.84759364 0.17587296
0.61877280 0.09131594 0.02331499 2.55864336 0.83773426 0.25762049
0.62177592 0.15773745 0.01178130 2.69826071 0.93652318 0.02981583
0.59725067 0.06962231 0.01869633 3.65399186 1.02711210 0.00875180
0.77904549 0.04981732 0.01413238 3.20663733 0.80324023 0.18337036
0.77695826 0.20389207 0.02124748 1.92386438 1.07794154 0.19128635
0.70847172 0.19198479 0.02803351 3.07933136 0.94744580 0.08975555
0.77311626 0.19537801 0.02277943 3.32837667 0.83524254 0.11121794
0.71628105 0.13891474 0.01902552 1.98509326 1.01682293 0.21633763
0.67678521 0.11810595 0.01639510 3.03860828 0.82360296 0.04335329
0.70196960 0.07021473 0.01418665 3.25142700 1.03592840 0.13317956
0.66720857 0.15791295 0.01125904 2.48500862 0.99293247 0.24319253
0.76699243 0.09961359 0.01912026 2.61243572 0.88611695 0.25842865
0.78604758 0.18022060 0.02745162 2.73308254 0.87145918 0.26034977
0.72445802 0.12515988 0.03042270 3.58825997 1.05711604 0.03945772
0.72017035 0.20635259 0.02996876 2.65109995 1.04534245 0.14812701
0.63146305 0.16122063 0.01338496 3.71328827 0.86491501 0.25919270
0.80239449 0.10245070 0.01247630 2.80591768 0.84009903 0.17642538
0.59318892 0.04667226 0.01946782 2.04043399 0.86944313 0.00019002
0.60993791 0.11978895 0.02421354 3.05189889 0.85672834 0.20270479
0.80646061 0.06335786 0.02153181 2.18670797 1.06138062 0.08849638
0.72220470 0.20430752 0.01509784 2.28182092 0.86039387 0.13759527
0.59236944 0.09035877 0.02217367 1.98816515 0.99566573 0.21853913
0.76048502 0.07648589 0.01520171 2.89250058 0.94991182 0.16269995
0.68270122 0.11060165 0.01134274 3.69562009 0.84239246 0.19571999
0.71660733 0.04301803 0.01909392 2.34789862 1.10731139 0.00505831
0.78748493 0.10825035 0.01687996 3.18640579 1.01769284 0.12537197
0.60760942 0.05453606 0.02465113 3.49745969 0.85769299 0.03908641
0.74658237 0.07919286 0.02450837 3.96739177 0.82597016 0.07965187
0.79498466 0.19151047 0.01205417 2.16361904 0.99933994 0.02715467
0.72554681 0.08844355 0.02394928 3.26959150 1.05304591 0.19344324
0.77821309 0.17392432 0.00911177 2.39139530 0.95819150 0.02659465
0.73041050 0.17539810 0.01645022 3.84062111 0.85732492 0.06675445
0.66049328 0.09488578 0.01199575 3.92365640 0.91074004 0.03285632
0.74351645 0.07197812 0.01834878 2.70828381 0.82038936 0.12139347
0.66889008 0.14697879 0.01277320 2.37520693 1.10357524 0.15631341
0.75213909 0.14289467 0.02092540 2.71097534 1.09456453 0.03851087
0.61856105 0.10025387 0.01022423 2.33919992 0.84429311 0.09469198
0.71000410 0.14341595 0.01954548 2.23046040 0.87614629 0.00198930
0.76760079 0.07837451 0.01958747 3.51986555 0.92079799 0.19945939
0.80527908 0.15618435 0.02785631 2.17011294 1.01762167 0.05229639
0.74488424 0.16983864 0.02552839 3.56866270 0.98608100 0.02335945
0.75814825 0.06215697 0.02049265 1.95378525 0.83449446 0.19487045
0.69002518 0.15122235 0.00967652 3.91752392 1.09668006 0.16745203
0.68538861 0.18487828 0.01615908 1.93824244 0.88356774 0.07834747
0.67873804 0.12871479 0.02808838 2.48599756 1.09740593 0.15294018
0.67430796 0.14126583 0.02670957 2.33286195 1.07065551 0.15528330
0.68429595 0.07431033 0.01025049 2.87421235 1.06111923 0.06554455
0.65243422 0.13714640 0.02390672 2.89897615 0.88092838 0.15816009
0.63395259 0.17904067 0.01982757 3.32671554 0.82407114 0.07572683
0.66202149 0.11362398 0.02518145 3.54566869 0.93306294 0.16397364
0.69478631 0.17947270 0.01876197 2.16761205 0.78578260 0.01675117
0.60541031 0.10582544 0.02143363 2.79792851 0.98028753 0.11151676
0.63438695 0.07066319 0.03035130 2.40376875 0.98455493 0.11845758
0.73360218 0.04383939 0.03032482 2.36286826 0.87430443 0.16215482
0.74938798 0.14841230 0.01984910 3.31213043 0.82246694 0.13224424
0.76582415 0.18316980 0.01304829 3.39893662 0.87193156 0.18949690
0.68059009 0.12668305 0.02116056 2.35710652 1.05808046 0.17324621
0.70255345 0.13067354 0.03073236 2.88672579 0.93184281 0.07371227
0.59894792 0.14170754 0.01101164 3.65756252 0.86770188 0.05160383
0.59398681 0.12607749 0.02467551 2.67847806 1.09705113 0.16637047
0.74763688 0.17486532 0.01764283 3.50464196 1.02807120 0.05980808
0.70488638 0.09874227 0.01888093 2.02748235 0.80075014 0.02265892
0.69842954 0.19077587 0.01427630 2.82376880 0.97498199 0.24048104
0.70789175 0.09640802 0.02433928 2.20397561 0.83730358 0.05265057
0.79952168 0.04928634 0.02583755 3.20085370 0.93400013 0.04865818
0.64654336 0.16303182 0.01271816 2.27930076 0.95850031 0.12056555
0.61634726 0.06689163 0.01963910 3.08411410 1.10765696 0.09712319
0.80842653 0.08538410 0.01534690 2.77320902 0.80426026 0.01350870
0.74301523 0.09737161 0.02923954 2.22863516 0.79086944 0.26126884
0.70378641 0.07245500 0.01063551 2.41844805 0.88022157 0.02307537
0.65786737 0.10994243 0.01542066 2.71967489 0.90178535 0.05208015
0.68521184 0.09661399 0.01779038 3.59660651 0.96562451 0.15681591
0.80362807 0.13224393 0.02668543 3.56656062 0.82370890 0.18975312
0.65079609 0.17079555 0.01342234 4.03793611 0.83210155 0.11492201
0.66370620 0.04431810 0.02309350 2.86206200 0.79654394 0.06840410
0.69382155 0.15534227 0.02592379 3.73338398 1.08951772 0.19674032
0.66998706 0.13476142 0.02748756 3.17631942 0.97835981 0.01813379
0.74707985 0.17356017 0.02939143 3.91398122 0.91016801 0.13156919
0.64786297 0.05799880 0.01560507 4.00612348 0.79187907 0.19179909
0.66692475 0.06589244 0.02526683 3.78170096 1.03202591 0.09634238
0.73933277 0.14973278 0.01395071 2.49231572 1.07250700 0.20076762
0.68562709 0.14694458 0.02184258 3.89491824 1.10947393 0.13458467
0.68238729 0.06564386 0.02045422 1.95575208 0.84159582 0.09651425
0.66913070 0.08627951 0.02443466 4.03366785 0.89909645 0.12690009
0.75382458 0.17876593 0.01791837 3.21429764 1.04652361 0.14300566
0.78251872 0.12447637 0.03010215 3.41687500 0.85172893 0.06479538
0.68016005 0.20220903 0.02664467 3.93845947 0.95631550 0.13912836
0.72428217 0.14744637 0.01345117 2.66123795 1.02083320 0.01442117
0.62203620 0.12400830 0.01564310 2.86385020 0.94816385 0.09177041
0.64497796 0.05991775 0.00950664 2.78833000 0.85164746 0.24387296
0.69742902 0.07752994 0.01045372 2.60258014 0.88815208 0.13427044
0.62034090 0.18914575 0.01576008 1.92631552 1.09206047 0.07241379
0.76372584 0.19751432 0.01809928 2.92314440 0.86635274 0.14335047
0.76553346 0.06253029 0.02357485 2.54219850 0.79788686 0.14231072
0.78012873 0.05691784 0.02572362 2.48784386 0.99007480 0.01012035
0.70055658 0.10920813 0.01283521 3.67836490 0.91345360 0.04506067
0.78004538 0.13567259 0.01944510 3.35316603 1.06577206 0.07047771
0.80104435 0.09675068 0.00956494 2.57606683 0.81505095 0.23644356
0.76116889 0.20178886 0.00962358 3.30810606 0.90655603 0.09792409
0.68478255 0.17253650 0.02275046 2.94842790 0.88253451 0.08121140
0.79465492 0.16949063 0.01718511 3.03537646 0.98781670 0.12080028
0.79044352 0.20712407 0.00910261 3.89941438 0.88506950 0.08067863
0.77794236 0.16753578 0.01733688 3.00964816 0.97365173 0.02478247
0.63236208 0.10658056 0.02773377 2.29999199 0.80952480 0.17609236
0.60414713 0.09620998 0.02342871 2.33664683 1.00405216 0.23117019
0.66220278 0.13609558 0.02139751 3.05832967 0.91806839 0.08815530
0.59638440 0.09453618 0.01757768 3.12968871 0.78920577 0.11004096
0.59864859 0.09821745 0.01586440 2.21708920 1.11448963 0.16125247
0.72112089 0.08155123 0.02117539 2.51802559 0.83552469 0.22240144
0.75116984 0.19296929 0.01317037 2.89216457 1.08204861 0.25454053
0.70012716 0.17280032 0.02612696 2.82412669 0.86815728 0.20996964
0.75299631 0.20040277 0.01717635 3.97219214 1.01153022 0.25895720
0.69900884 0.11023229 0.02648243 3.58458493 0.82143293 0.17730711
0.72681405 0.15302545 0.02451454 3.27946975 0.91758877 0.18467426
0.62761268 0.16861523 0.01822652 2.85035283 1.08245678 0.14280769
0.74842574 0.13402647 0.01453190 3.19925831 0.85920256 0.23894183
0.73026387 0.13498054 0.01821793 2.84701922 0.85994447 0.19391839
0.78102353 0.19605899 0.02464034 3.95449159 0.81367109 -0.00049946
0.60571674 0.18999604 0.02559407 3.14405736 1.07180560 0.02309623
0.69931708 0.20069602 0.02614737 3.23339859 0.89687731 0.08242855
0.67965371 0.17765490 0.01181727 3.53221680 0.92997544 0.18582928
0.72784258 0.10688838 0.01631588 2.86844530 0.90577329 0.13354868
0.68612378 0.10891272 0.02060519 3.82629141 0.93218233 0.10970195
0.79708384 0.20259110 0.01942257 3.36430423 0.78966275 0.14511425
0.68897287 0.18706003 0.01260031 2.55253767 1.10263814 0.23439591
0.63827837 0.17979677 0.02739763 2.88838658 0.91859060 0.19042546
0.80875839 0.10004564 0.01521991 2.30300741 0.91660120 0.12909915
0.67916759 0.04586593 0.01602295 3.13627730 0.97767157 0.11924609
0.72317307 0.14946369 0.02689887 3.71720482 1.03863197 0.03982034
0.68737810 0.08457422 0.01434345 3.82998854 0.81721240 0.09443177
0.68293236 0.15084639 0.01471259 2.51431340 0.81564228 0.09949186
0.60901750 0.19435401 0.02460079 2.63156409 0.84807793 0.16166089
0.65694026 0.09561200 0.02551766 2.63697190 0.94134806 0.06087270
0.64942076 0.20506738 0.02934427 2.44367974 0.86102419 0.23259047
0.60277246 0.18665404 0.02589741 2.18000324 0.97406037 0.11827054
0.71219422 0.15208738 0.02237182 3.33346316 0.84353773 0.11420250
0.69879117 0.05541285 0.02880772 1.99126312 0.90532479 0.14096710
0.68638485 0.07347742 0.01780082 2.08595327 1.10037849 0.00127497
0.78405175 0.10402502 0.01953032 2.47862435 1.01257024 0.16571926
0.64366687 0.08362684 0.02916095 2.70027490 0.99607506 0.12710524
0.64426800 0.04873687 0.03043613 3.90278667 0.88486053 0.14565584
0.80848480 0.20016193 0.02423448 2.19657258 0.96539123 0.20426951
0.80194784 0.09936389 0.01482406 1.90315761 1.05232706 0.09586908
0.76471858 0.09268049 0.02057556 2.83682650 0.91123903 0.24709157
0.74436172 0.16758746 0.02966904 3.32494351 1.00952109 0.23234678
0.76968865 0.05224143 0.01009554 2.45541366 1.11161802 0.12330390
0.59019166 0.05078536 0.01811176 4.03056518 0.94063906 0.06271122
0.71549193 0.08950335 0.01850858 3.94783145 0.97246631 0.00303898
0.76020620 0.06639236 0.01065456 2.77009891 1.09599844 0.00754350
0.71029318 0.16542414 0.02163086 3.10683127 1.00258076 0.01572396
0.70159981 0.19884855 0.01221949 2.16523597 0.79534763 0.04165112
0.70444999 0.18725354 0.03058167 3.07646597 0.90853945 0.09388250
0.63263180 0.05512986 0.00957279 2.99173105 0.98715950 0.12118784
0.75037543 0.18585537 0.02685955 3.45407871 0.81101352 0.10323656
0.76418160 0.12109266 0.02771922 2.59160393 1.08336173 0.12551766
0.74224450 0.11243209 0.01914451 2.49077422 0.88986355 0.23795606
