# h        omch2      ombh2      ln(10^10*As)    ns    tau
0.60520661 0.15173870 0.02574429 2.00903698 1.07939040 0.08208166
0.75593081 0.19500989 0.02761518 3.41605080 0.88498765 0.22960185
0.66371088 0.08959438 0.01150485 3.45390724 0.97274125 0.17131684
0.69249153 0.17424945 0.02480258 3.75640967 0.92162298 0.10319418
0.64964051 0.15759131 0.01265136 2.16509465 0.88181551 0.11741507
0.70572562 0.11257592 0.01069765 3.24362072 1.06859261 0.01613619
0.67246502 0.12853166 0.01335054 3.58899324 0.88009176 0.02058747
0.65194924 0.15661036 0.02352607 3.52353053 1.04156814 0.05656214
0.67293738 0.07943244 0.02341235 3.13433162 0.89117527 0.05472424
0.72952054 0.16487243 0.01295154 3.16143344 0.87345518 0.08652775
0.70040237 0.13661453 0.02270999 3.12922732 0.98922507 0.12016192
0.77763746 0.17496931 0.01583016 2.89622992 0.92051465 0.20955259
0.72607878 0.12560898 0.01244504 2.37320795 0.84734674 0.17204352
0.68467234 0.06617005 0.02792931 2.21244188 0.96534432 0.12557953
0.69041869 0.05262458 0.02381190 2.80497953 0.89358251 0.23908681
0.61608227 0.08935078 0.02975402 2.85451892 0.99522803 0.22114368
0.78302346 0.12749085 0.01220672 2.12751116 1.02728196 0.18435127
0.73845127 0.09492820 0.01679827 3.89432570 0.86353653 0.20402048
0.75311540 0.12418638 0.02627530 3.21236717 0.81135395 0.14970927
0.77072184 0.06366710 0.02642862 2.30141365 0.80476902 0.02849239
0.66576460 0.06874146 0.01553344 3.83469202 0.95376719 0.17362589
0.67137965 0.16358070 0.02551048 2.14539688 1.02355218 0.23423850
0.67468340 0.16224310 0.02338896 2.15999525 1.08041762 0.23685253
0.76995464 0.13586681 0.01663961 3.30241284 1.03441322 0.21257630
0.77499387 0.17137994 0.02771504 3.92569224 0.93095666 0.04047569
0.62431487 0.09013877 0.02330867 2.86474722 0.99720476 0.01999427
0.72671368 0.19577125 0.02693923 2.93436692 1.00191655 0.05877825
0.74101019 0.13617788 0.01610718 3.40728209 0.86687088 0.11419850
0.75439930 0.07075392 0.01684773 3.98829927 1.05214503 0.07606499
0.75898902 0.12158974 0.01935268 3.51758788 0.96970712 0.09605946
0.75362461 0.14391222 0.02086567 2.55211766 0.88626465 0.05639414
0.68357126 0.09343142 0.01881948 3.96833114 1.03303085 0.09172971
0.76218917 0.06906574 0.02418253 3.25833890 0.87539386 0.24682801
0.73579462 0.06790579 0.01031903 3.90553570 0.94647801 0.21203141
0.72357934 0.18454935 0.02931569 3.09800894 1.06329730 0.04979203
0.77628511 0.18205098 0.01978798 2.17112308 0.88913005 0.03758828
0.62820943 0.14306395 0.01303122 2.02027368 0.86983388 0.02269961
0.64513730 0.15119112 0.01726886 3.91539114 0.86776707 0.02300693
0.63433876 0.06464095 0.01427164 2.60258177 0.91336501 0.19076146
0.68694734 0.05556558 0.01420897 3.07474911 1.06982609 0.17674426
0.68751981 0.19928218 0.02882152 2.01560850 0.96101537 0.09123259
0.73198543 0.13874071 0.01831325 3.70537183 1.06247416 0.01142244
0.64910541 0.05245579 0.02198525 3.99744935 0.90245859 0.03241036
0.73680564 0.13546213 0.02732504 3.79926439 0.80224285 0.16906387
0.74415213 0.18066361 0.02708139 2.81425426 0.86188278 0.05168417
0.63532786 0.15018787 0.02988851 3.28486251 0.93505917 0.13448713
0.68978765 0.18927365 0.01459233 3.78650297 0.90590301 0.13267050
0.67461547 0.14961031 0.02600717 2.45296036 0.98228055 0.17289359
0.72184423 0.15887137 0.01913296 2.58806828 0.92675601 0.07681813
0.61338316 0.06257217 0.01040844 3.02613795 0.96074835 0.24021134
0.79948492 0.06314811 0.01165886 3.57589522 1.01316153 0.09426578
0.70803126 0.14204450 0.02069158 3.71051619 0.90469739 0.03182392
0.63941198 0.11970484 0.02534828 2.52055966 1.08243140 0.20244933
0.63390931 0.16105967 0.01489298 2.00008626 1.02260586 0.19774513
0.72592063 0.13826281 0.01838051 3.71570913 0.85413477 0.19419051
0.76595868 0.09757647 0.02318885 2.71188506 0.87266076 0.04791275
0.63810474 0.08717913 0.02221595 2.62732566 0.84838469 0.17461549
0.76085519 0.09192082 0.02016128 2.79699753 1.01506720 0.09788559
0.68900898 0.15749801 0.01012899 3.53256292 0.81203985 0.08814756
0.71587314 0.14732417 0.02158275 2.32776217 1.01924907 0.07206476
0.74353184 0.12253687 0.02670789 2.03376649 1.06076888 0.18623398
0.65508139 0.06538739 0.01788011 3.19783899 1.00285175 0.01913427
0.68110013 0.11067424 0.02649481 3.73029774 1.09428295 0.14294917
0.66256912 0.19305916 0.02441958 3.22092315 0.80128853 0.08411173
0.72121691 0.16855859 0.01603325 2.71968883 0.87083736 0.12941921
0.69149154 0.09733133 0.02074511 2.12257449 1.03751585 0.16715378
0.70488774 0.18413031 0.02582774 3.84587862 1.04724457 0.02464075
0.71890127 0.18268856 0.01707652 3.09261563 0.89456449 0.03693753
0.66985781 0.06999092 0.02200210 3.69615824 1.08915591 0.24879627
0.61220712 0.13065627 0.01473777 3.42356202 0.83468994 0.10568194
0.60123673 0.19960023 0.01561294 2.40596369 1.03551991 0.14838776
0.60155931 0.05849358 0.01379800 2.43178030 1.04969428 0.22255438
0.65107250 0.08037351 0.02857021 2.41009442 0.92821969 0.24786289
0.70703422 0.07125749 0.02040403 2.88930294 0.92976193 0.13657703
0.78382292 0.09883930 0.01279726 3.77369614 0.89859141 0.18896566
0.66423292 0.19093482 0.02312474 3.48880424 0.83730603 0.14237691
0.62374479 0.11014756 0.01743562 2.75412988 0.84624438 0.03921195
0.72767351 0.05198518 0.01268554 2.96694569 1.08536728 0.22150657
0.66080132 0.08586482 0.02410054 3.81253437 0.88296873 0.02955096
0.77277184 0.12229008 0.01592611 3.33660066 0.92770872 0.12267881
0.76820998 0.08194368 0.02984289 3.95060717 0.84964910 0.17957603
0.74972797 0.16348456 0.01038721 2.13936104 0.99837868 0.22494324
0.61995465 0.09243542 0.02146316 2.47613177 0.95755520 0.21761780
0.67866909 0.15529832 0.02684814 3.38078851 0.87731726 0.03844388
0.79848157 0.11141809 0.01691558 3.59659536 1.05730408 0.24439913
0.78942652 0.05453854 0.02867711 2.45904020 1.00853414 0.15819127
0.78411731 0.15465605 0.02866549 2.39218506 0.93941157 0.04903552
0.73515681 0.14158939 0.02208604 3.63201465 0.99030375 0.16637390
0.75145650 0.11362916 0.01204154 3.05864367 0.89581526 0.16548888
0.63735100 0.15849389 0.02107384 3.86991241 1.00492475 0.10436267
0.68235159 0.07611122 0.02258940 2.10459356 0.90086547 0.04303948
0.74790677 0.19880805 0.01168773 2.54416333 0.93222917 0.21610766
0.76648272 0.16824207 0.01922529 3.47738972 0.84121882 0.07021310
0.73087715 0.13267616 0.02572614 3.29912252 0.93858873 0.11071291
0.65621358 0.17229814 0.01650390 3.32095887 0.80877574 0.22383719
0.72804796 0.19117773 0.02725508 2.06393551 0.92228443 0.22022515
0.67845934 0.16439455 0.01753095 3.30797666 0.99692564 0.17579502
0.76497571 0.15218526 0.01513688 2.53578204 0.99112102 0.11848135
0.77893305 0.07392244 0.01942549 3.74575765 0.91711791 0.18579301
0.67371660 0.09286605 0.01959684 3.76565281 0.97678755 0.16079015
0.65745890 0.14628002 0.02474505 2.02929511 0.95053515 0.20292606
0.66932125 0.11895353 0.01329816 2.78602406 0.82813301 0.06064620
0.70301764 0.17979719 0.02433951 3.90681085 1.05327216 0.09911087
0.75783977 0.05713096 0.02353951 3.06893562 1.02469866 0.11520212
0.78575392 0.15935024 0.01415958 3.49913819 0.85300051 0.03048540
0.71384703 0.10250133 0.01767984 3.15500747 0.98800095 0.13730533
0.65673290 0.09920930 0.01382967 3.10086932 0.85280003 0.06246559
0.63101775 0.18349774 0.01953035 3.81752937 0.87480970 0.12777664
0.66199282 0.12074467 0.02784896 2.83224631 0.83695072 0.08502890
0.63040213 0.10079539 0.01387087 3.60207245 0.85957075 0.20574519
0.77257880 0.09133218 0.02511754 3.84768708 0.83826004 0.07983183
0.79427013 0.17656603 0.01486388 2.84643590 0.93450450 0.24938881
0.68804524 0.06083255 0.02119574 3.97428576 1.09310786 0.21547056
0.76417430 0.11790939 0.02525005 3.37893426 0.81896938 0.16504242
0.60029403 0.14893229 0.01864692 2.63823966 1.07274433 0.12695636
0.66306774 0.05044271 0.01349257 2.66929070 0.97864965 0.18324601
0.76297891 0.12910265 0.02876320 3.63462984 0.87851912 0.09527919
0.62751941 0.14038942 0.02492634 3.80372036 1.00652200 0.04250366
0.68154565 0.12807980 0.01448536 3.01817246 1.08141601 0.11252769
0.78228827 0.11661589 0.02092755 3.54496733 1.05010011 0.07446041
0.61509324 0.13241904 0.01803197 3.34631936 1.02944986 0.11165809
0.69431192 0.14405576 0.01844989 3.72413711 0.95834724 0.05498160
0.73982624 0.19781686 0.02527683 3.00704289 1.02098158 0.02140637
0.77373532 0.10319173 0.02514807 2.97640548 0.83253151 0.03560333
0.69590175 0.15616207 0.01236538 2.36228153 0.90635130 0.21353411
0.60308640 0.15976837 0.02126534 3.61798323 0.89774450 0.10506749
0.73265533 0.10688175 0.01283640 2.11362082 0.80319308 0.22284953
0.69920726 0.08521070 0.02171971 2.56342530 1.04517848 0.04736867
0.62684334 0.10832311 0.01507692 3.65347324 0.96675784 0.11122775
0.74482799 0.19830361 0.02616935 2.70075299 1.09137774 0.10134852
0.70453875 0.12632812 0.01187244 2.41813349 0.91981465 0.18772982
0.71223956 0.05638083 0.01673122 2.65160838 0.94789802 0.13489586
0.76867948 0.15341395 0.02843293 3.56883463 1.04896078 0.08286401
0.78187489 0.17290338 0.02970360 2.68586726 0.84415873 0.07327028
0.67671059 0.07161595 0.02832592 2.38191028 0.80087489 0.04183342
0.64781954 0.11803957 0.02371836 2.73888745 0.97945836 0.14057102
0.74846628 0.11528673 0.02004002 2.07018586 0.95901759 0.23818686
0.65232277 0.10222910 0.01759017 2.46792882 0.94902037 0.13998146
0.74678800 0.09406481 0.02890777 3.92904589 0.96473815 0.19928365
0.67573331 0.08423043 0.01469695 3.69000185 0.97480055 0.08963428
0.67795318 0.10390606 0.01700194 2.62149748 0.97331152 0.07912357
0.60787682 0.10979983 0.02361202 3.78914440 0.80759789 0.22567249
0.66062345 0.19272069 0.01054744 2.20119078 0.92343784 0.18044220
0.77060868 0.16078026 0.01598105 3.18890435 0.98629882 0.19219564
0.75857528 0.08617446 0.02296891 3.48434297 0.89055641 0.12611003
0.61785244 0.13352204 0.02233057 3.96632297 0.87913742 0.02546272
0.60861949 0.12660509 0.02460257 3.44662018 1.04369214 0.02829053
0.72905049 0.19723708 0.02819131 2.23843685 1.06124310 0.24523171
0.64033217 0.09809196 0.02134128 3.73835606 1.02132406 0.15099244
0.72231260 0.07268895 0.01291770 2.08906268 1.00902757 0.01482501
0.71830952 0.17814832 0.01248287 3.25081649 1.05134464 0.20864519
0.77970712 0.09620245 0.01847294 3.51021288 0.98003832 0.10656422
0.63140341 0.10410143 0.02740158 3.35362001 0.95405840 0.13074381
0.79124699 0.08698081 0.02557660 3.76997430 1.03065570 0.14569625
0.60576696 0.18582759 0.01080702 3.42898645 0.94864100 0.19300602
0.66641479 0.08065843 0.02775891 2.26647027 1.01781562 0.24263166
0.65874454 0.07344309 0.02941551 2.76815105 0.99312309 0.14475234
0.70255919 0.10113195 0.01989767 2.61829037 1.08466670 0.06937989
0.65436198 0.11469613 0.02798063 2.52720438 0.95176923 0.04028221
0.75629282 0.18366434 0.01614279 3.82124788 1.08707597 0.09852666
0.73393316 0.12332910 0.01996151 3.23748452 1.06564156 0.04472515
0.64316692 0.05994453 0.01897652 2.28004544 0.93394666 0.13887776
0.76726198 0.14678293 0.02493457 3.27308963 0.88830184 0.16180208
0.78064038 0.05931422 0.01522618 2.25002622 0.93798296 0.19866433
0.72408214 0.06240923 0.01875859 2.91362207 1.05887561 0.17848232
0.75504914 0.19224637 0.01764616 2.27215431 0.81520979 0.14717944
0.61873180 0.12131798 0.02896728 3.64676737 0.82760523 0.20049655
0.68034169 0.07403385 0.01407716 3.35254003 1.06473116 0.18686586
0.79772169 0.15428501 0.02104629 2.44022406 0.93678862 0.24113436
0.78665496 0.07594542 0.01501610 2.31231501 1.02512126 0.17745296
0.79220344 0.09507792 0.01207123 3.22852692 0.93165623 0.20137241
0.65828893 0.11213492 0.01369834 3.14573478 0.81048846 0.05349804
0.71515975 0.05386331 0.01632044 2.95900774 1.09950960 0.01298044
0.67018216 0.18019126 0.02031439 2.37680422 0.85141717 0.14638540
0.63870836 0.14530375 0.01798997 2.25681035 0.98530186 0.10750358
0.68613501 0.10862363 0.01536387 2.07474983 0.91602096 0.22702745
0.67082916 0.14819917 0.02216363 3.04370545 0.81639921 0.06563543
0.62572633 0.08286338 0.01016254 3.93387655 0.86413595 0.12341034
0.60217168 0.18774409 0.02812947 3.43621591 1.07506088 0.15199058
0.70161021 0.10740230 0.01049862 2.34791501 0.82385376 0.13086340
0.60920236 0.08359581 0.01528160 2.27819847 0.88734654 0.06640871
0.68447387 0.07457286 0.01075199 3.68543168 1.04028765 0.15503820
0.69082005 0.18105936 0.01577235 2.08102551 1.02695628 0.23003209
0.76043699 0.10011835 0.01973079 3.16920696 1.01644321 0.10893149
0.78782470 0.15080628 0.01315120 2.96156085 0.82955443 0.13340855
0.79662919 0.15350356 0.02505034 2.15208745 1.08630949 0.15583030
0.79014440 0.07032123 0.02801288 3.17389484 0.94047895 0.21942251
0.70076613 0.08238710 0.01463159 3.74697805 1.06731622 0.05766746
0.78719110 0.16630818 0.01642155 2.35769769 1.03281300 0.16340878
0.75976157 0.12376333 0.01155507 3.12015045 0.94263797 0.24443257
0.66478235 0.05324264 0.02620763 3.00021981 0.92594090 0.01161626
0.72284862 0.13934325 0.01722864 2.73011444 0.81343418 0.05991455
0.73635569 0.07770518 0.02951149 2.79009006 0.85067442 0.02664789
0.69275119 0.16542665 0.02063806 3.36213971 1.07374097 0.12410633
0.60683355 0.16715431 0.02746873 2.17824728 0.84223956 0.21116795
0.64419547 0.08318397 0.01343897 2.82342168 0.83122562 0.15267216
0.73783177 0.13784120 0.01965752 2.65888472 0.81436320 0.08888477
0.79361496 0.11439214 0.02252563 3.86650479 0.85773791 0.02684439
0.62085904 0.17641054 0.02587676 2.33401478 0.85693347 0.24158923
0.78489048 0.13325574 0.01401839 3.64186087 1.07859780 0.02371678
0.61683119 0.05111721 0.02911238 2.39372680 0.83907902 0.03425718
0.66817364 0.17380266 0.02995748 3.89195293 0.82520564 0.23550796
0.71138813 0.19667439 0.02236501 2.77605001 0.86252278 0.05956055
0.60437510 0.06414699 0.02302754 2.50692427 0.87187190 0.06477313
0.63307895 0.06586930 0.01494536 3.67289414 1.01414133 0.14189400
0.64661688 0.07738740 0.02277539 2.28713678 0.89689782 0.15423299
0.64106565 0.12790385 0.02241814 2.69934225 1.09608225 0.01675820
0.69617269 0.09355415 0.01856577 2.48256177 1.00058935 0.22898638
0.64855398 0.17181344 0.02546022 3.40173206 1.07196297 0.06816266
0.71055374 0.16038305 0.02007946 2.49646650 0.90368438 0.23601593
0.65393219 0.14288968 0.01359540 2.22061086 0.95605109 0.14867282
0.72468076 0.18690308 0.02280048 2.18362543 0.90168282 0.07312293
0.64670483 0.10776022 0.01127975 2.24348082 1.03892910 0.19544748
0.65979729 0.14058887 0.02397515 3.66266383 0.82150617 0.07756142
0.75246425 0.16937370 0.02095320 2.90821342 0.84332190 0.22805528
0.75087246 0.18988075 0.02050387 3.95755358 1.01053306 0.23159023
0.66666989 0.07959509 0.01061491 2.64136968 0.89272798 0.01397672
0.60996719 0.05759540 0.02933346 2.81187522 1.01255084 0.13840961
0.70622360 0.12466553 0.01871762 2.60695464 0.95257900 0.11587653
0.71696639 0.14451026 0.02390694 3.38688722 1.09228095 0.15331606
0.60657260 0.13495249 0.02923003 2.98641537 1.01191385 0.09673188
0.62180651 0.13045592 0.02447470 2.05554459 1.05655137 0.16435219
0.62028507 0.11190631 0.02612466 2.94811426 0.96872385 0.19353544
0.79292649 0.09067281 0.01548706 2.88654498 1.09762895 0.10094972
0.63728843 0.14929780 0.02663336 3.03911239 0.82259151 0.23784941
0.77599543 0.15550474 0.01186042 3.55603469 0.94401548 0.10809211
0.62895021 0.19171624 0.02261437 2.94200618 1.04627965 0.01406482
0.62948867 0.11945303 0.01361252 2.04144544 0.97033840 0.23235969
0.73051033 0.08461553 0.02401913 3.11508425 1.09867124 0.05241056
0.69810021 0.11315358 0.01025853 3.60892300 0.83338331 0.12194851
0.70775645 0.08103352 0.02852576 3.62277519 1.01809971 0.17528260
0.61277154 0.10546907 0.02374928 3.37102567 0.99414563 0.07151024
0.61081223 0.05080075 0.01783880 2.99588535 0.99915624 0.08736052
0.68271130 0.06195689 0.01321184 2.74583359 1.00750008 0.15729113
0.69484867 0.19044860 0.02679834 2.32146295 1.04299976 0.11346346
0.74921612 0.19626453 0.02918650 3.08293967 0.97534311 0.18194165
0.71465888 0.19406299 0.01108871 2.21810430 0.91092889 0.23282771
0.78075230 0.16680107 0.02598028 2.46155132 1.08887765 0.14396612
0.72013135 0.19467785 0.02192511 2.72585642 0.86566399 0.21444998
0.61412711 0.11739573 0.02834754 2.50596108 0.91494093 0.01796827
0.73301602 0.13996490 0.02706345 3.55041663 1.04499719 0.15978151
0.75049182 0.16970898 0.01092856 2.90627654 1.08388747 0.20683211
0.68544351 0.18172949 0.02658346 2.11151145 1.06647670 0.06198693
0.62616271 0.18722355 0.02964121 2.59432978 1.05501645 0.16978205
0.77191080 0.11607796 0.01917410 3.20455205 0.90939786 0.17981380
0.64340992 0.07877345 0.02562493 3.87517923 0.83032747 0.20029196
0.63632254 0.16296842 0.01003939 2.34164241 0.96788660 0.10209062
0.62477499 0.05678650 0.02959543 2.74715041 1.07097854 0.08163006
0.64534376 0.16797898 0.01123304 3.88384197 0.98416395 0.09990200
0.79142975 0.12536823 0.01810792 3.39930441 0.99239844 0.03093089
0.79702988 0.19373542 0.01135341 2.99213686 0.91849213 0.10960915
0.76181549 0.18506896 0.02056181 3.02884849 0.83575049 0.15675218
0.69957280 0.17901664 0.02636920 2.58319335 1.07627039 0.06729699
0.61032787 0.18815132 0.02035293 2.05161143 0.96265242 0.09024435
0.70334361 0.06673051 0.01981694 2.83721384 0.91168365 0.04647173
0.69791988 0.17524733 0.01199344 3.53997466 0.82454759 0.22636578
